KEGG_L3	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
ko04922	44.1034	4.7586	7.2414	5.6207	5.2759	6.2414	5.4483	97.7586	16.1034	100.1724	206.1724	303.1379	55.8276	4.3103	1040.8276	Organismal Systems; Endocrine system; Glucagon signaling pathway
ko04923	0.1667	0.25	4.5833	3.0833	0.7083	3.0417	2.1667	0	4.0417	0.1667	0	0	0	2.5833	0	Organismal Systems; Endocrine system; Regulation of lipolysis in adipocytes
ko04924	0.8	0.52	4.4	3.04	1.92	3.36	2.6	0	4.08	0.76	0.28	7.04	0	3.36	7.72	Organismal Systems; Endocrine system; Renin secretion
ko04925	0.3939	0.4242	1.2727	0.9697	0.7879	1.8485	1	0	0.8182	0.8485	0.1212	0	0	1.0909	0.0303	Organismal Systems; Endocrine system; Aldosterone synthesis and secretion
ko04926	0.1458	5.7708	1.0833	1.6667	0.6875	2.2292	1.6667	0	0.8542	0.2917	0	0	0	1.9167	0	Organismal Systems; Endocrine system; Relaxin signaling pathway
ko04927	0.2963	0.4074	0.9259	0.8519	0.7037	1.2222	0.963	0	1.7778	0.8519	0.1481	0	0	1.6296	0	Organismal Systems; Endocrine system; Cortisol synthesis and secretion
ko04928	0.8837	0.3256	2.5814	2.3488	0.9535	2.6512	1.4186	0.1628	2.093	0.7907	0	0	0.1163	2.5814	4.9535	Organismal Systems; Endocrine system; Parathyroid hormone synthesis, secretion and action
ko04929	0.1154	0.3462	0.1154	0.1154	0.3846	0	0.3077	0	0.4231	0.3846	0	0	0	0.2692	0	Organismal Systems; Endocrine system; GnRH secretion
ko04930	13.6842	1.1579	1.2105	0.7368	1	0.6842	1.6842	43.1053	3.1579	47.2105	81.0526	0	0	0.8947	286.6842	Human Diseases; Endocrine and metabolic disease; Type II diabetes mellitus
ko04931	24.027	3.6216	3.4324	3.1351	8.3243	3.4595	2.973	23.0811	10.0541	27.7027	93.1622	77.5946	21.7297	4.4865	472.1081	Human Diseases; Endocrine and metabolic disease; Insulin resistance
ko04932	1.5469	0.6562	0.7812	0.4062	5.3438	0.5156	0.8125	0	0.8594	0.5938	0	0	0	2.0781	0	Human Diseases; Endocrine and metabolic disease; Non-alcoholic fatty liver disease
ko04933	0.3158	7.3421	0.5	0.6053	0.7368	1.2895	0.8158	0.0263	0.4737	0.3947	0	0	0	0.7895	0	Human Diseases; Endocrine and metabolic disease; AGE-RAGE signaling pathway in diabetic complications
ko04934	2.4754	0.623	0.8852	0.6393	0.5246	0.9016	1.2295	0	1.8361	3.6393	0	0	0	1.1311	81.2295	Human Diseases; Endocrine and metabolic disease; Cushing syndrome
ko04935	0.3043	0.3478	2.7826	2.8696	0.6304	3.2391	1.7391	0	2.7174	0.5	0	0.0435	0	1.3043	0.0217	Organismal Systems; Endocrine system; Growth hormone synthesis, secretion and action
ko04936	4.2075	0.6792	1.6415	1.8302	0.7736	1.3396	1.2264	0	1.0189	3.6038	0	0	0	1.1698	0	Human Diseases; Endocrine and metabolic disease; Alcoholic liver disease
ko04940	38.7692	6.3077	4.5385	1.3846	20.3077	1.2308	5	0	14.0769	25.3077	168.3077	111.9231	46.5385	5.8462	395.6923	Human Diseases; Endocrine and metabolic disease; Type I diabetes mellitus
ko04960	0.1538	0.1538	1.5385	1.8462	0	1.8462	1.0769	0	0.6154	0.3846	0	0	0	2.2308	0.0769	Organismal Systems; Excretory system; Aldosterone-regulated sodium reabsorption
ko04961	0.2941	0.1765	4.7647	4.5294	0.8235	5.0588	2.2353	0	2.2353	0.2941	0.2353	0	0	3.7059	0.0588	Organismal Systems; Excretory system; Endocrine and other factor-regulated calcium reabsorption
ko04962	0.1765	0.1765	4	4.3529	1.3529	5.3529	1.7647	0	3.4118	0.1765	0.2353	0	0	5.3529	0.0588	Organismal Systems; Excretory system; Vasopressin-regulated water reabsorption
ko04964	61.4286	5.8571	4.7143	3.5714	2.2857	5.5714	3.7143	69	20.5714	37.8571	253.1429	172.8571	0	3.8571	1051.1429	Organismal Systems; Excretory system; Proximal tubule bicarbonate reclamation
ko04966	0.1111	0.6667	0	0	1.4444	0.1111	0.2222	0.2222	1.2222	0	0	0	0	0.2222	0.1111	Organismal Systems; Excretory system; Collecting duct acid secretion
ko04970	0.4375	0.0938	4.5312	3.1562	1.4375	4.1875	1.875	0.0312	3.2812	0.4688	24.3438	6.5	1.0625	3.625	4.4375	Organismal Systems; Digestive system; Salivary secretion
ko04971	0.24	0.32	1.56	1.36	0.12	1.68	1.24	0	2.04	0.36	0	0	0	1.44	0.04	Organismal Systems; Digestive system; Gastric acid secretion
ko04972	0.6571	0.1143	3.8857	4.0857	0.6857	4.3143	2.7429	0	3.7714	0.1429	22.2	6.0286	0	3.2857	3.9714	Organismal Systems; Digestive system; Pancreatic secretion
ko04973	0.5455	1	1.2727	2	0.0909	1.8182	1.0909	0	0.7273	0.6364	70.5455	18.5455	2.7273	1.8182	12.5455	Organismal Systems; Digestive system; Carbohydrate digestion and absorption
ko04974	3.1515	9.3333	6.7879	7.0606	3.0303	7.5152	5.2424	0.4242	3.9091	1.3333	0.6364	5.6667	0.2121	6.2121	17.6061	Organismal Systems; Digestive system; Protein digestion and absorption
ko04975	17.2143	4.8571	2.3571	2.7857	1.0714	2.2143	1.6429	17	7.4286	27.0714	146.5	322.9286	0	3.2143	0	Organismal Systems; Digestive system; Fat digestion and absorption
ko04976	0.6452	0.5484	1.9355	2.3226	0.2903	2.1613	0.7742	0	1.3548	2	0.0645	0.2258	0	2.3548	0	Organismal Systems; Digestive system; Bile secretion
ko04977	0.1667	0.5833	0.75	0	1.3333	0.0833	0.8333	0.0833	0.25	0.0833	0.1667	0	0	0.0833	0	Organismal Systems; Digestive system; Vitamin digestion and absorption
ko04978	24.7222	18.6111	7.0556	4.1111	29	5.9444	15.1667	22.7222	10.1667	35.1111	71.6667	132.7778	0	11.1111	349.3333	Organismal Systems; Digestive system; Mineral absorption
ko04979	0.76	0.24	4.36	4.52	1.8	7.56	2.56	0	4.44	0.28	0	0	0	3.6	0	Organismal Systems; Digestive system; Cholesterol metabolism
ko05010	1.9333	0.7	1.9	1.42	4.58	2.1867	1.9733	0	1.9733	2.0867	0	0	0	2.3333	0	Human Diseases; Neurodegenerative disease; Alzheimer disease
ko05012	3.0667	0.7619	2.1429	1.7429	4.0095	2.2476	2.0286	2.5905	2.2095	2.3524	0	0	0	2.3619	0	Human Diseases; Neurodegenerative disease; Parkinson disease
ko05014	3.2357	0.7714	1.6643	1.2143	4.8714	1.4786	1.4571	0	1.6214	2.0643	5.1929	0	0	2.3786	0	Human Diseases; Neurodegenerative disease; Amyotrophic lateral sclerosis
ko05016	1.9913	0.4783	2.9565	2.4609	4.2957	2.7739	2.0261	1.6261	2.6522	1.4087	0	0	2.2174	2.4261	79.0783	Human Diseases; Neurodegenerative disease; Huntington disease
ko05017	0.2931	0.0862	2.0345	2.2069	0.7931	2.5345	1.8448	0.2586	1.4138	0.0517	0.0172	11.1379	0	2.2931	23.1034	Human Diseases; Neurodegenerative disease; Spinocerebellar ataxia
ko05020	1.4857	0.6381	2.619	2.2286	3.9714	2.619	2.0667	0	2.6286	0.5714	0	0	0	2.7905	51.3429	Human Diseases; Neurodegenerative disease; Prion disease
ko05022	2.5	0.587	1.5598	1.1576	3.7989	1.5652	1.5163	0	1.9076	1.8098	0	0	0	1.9891	68.288	Human Diseases; Neurodegenerative disease; Pathways of neurodegeneration - multiple diseases
ko05030	3.45	0.35	1.25	0.4	0.1	1.05	1.5	0	1.35	1	0.2	19.8	0.05	1.2	52	Human Diseases; Substance dependence; Cocaine addiction
ko05031	3.0435	0.3043	0.4348	0	0.5217	0.2609	0.6087	0.2174	0.9565	0.8261	0.3478	17.2174	0.0435	0.5652	45.2174	Human Diseases; Substance dependence; Amphetamine addiction
ko05032	0.875	1.0625	1.6875	1.1875	0.7188	1.0625	1.75	0.0312	1.0312	0.5312	0	0	0	1.1562	0.1562	Human Diseases; Substance dependence; Morphine addiction
ko05033	1.7857	1.8571	1.7143	1.9286	1.1429	0.7143	1.5	0	0.9286	0.9286	0.1429	0.2143	0	1.3571	0.3571	Human Diseases; Substance dependence; Nicotine addiction
ko05034	1.6047	0.2093	1.0233	0.4419	0.0698	0.7674	0.9767	0	1	0.4651	0.093	0	0	0.8837	24.186	Human Diseases; Substance dependence; Alcoholism
ko05100	0.5263	0.2368	1.8684	1.7632	1.5	1.7632	1.3158	0.1842	1.2368	0.2632	0.1842	0.1842	0.1053	1.8684	0.1316	Human Diseases; Infectious disease: bacterial; Bacterial invasion of epithelial cells
ko05110	0.04	0.24	0.04	0.44	0.64	0.16	0.48	0.08	0.68	0	0	0	0	0.2	0	Human Diseases; Infectious disease: bacterial; Vibrio cholerae infection
ko05111	9.9623	0	0.5283	0.0943	11.4717	0	2	19.6792	2.283	4.2264	410.6038	258.9057	26.6226	3.4528	331.4151	Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae
ko05120	0	0	0.1957	0.4783	0.3478	0.2609	0.6304	0	0.4348	0	0	0	0	1.3913	0	Human Diseases; Infectious disease: bacterial; Epithelial cell signaling in Helicobacter pylori infection
ko05130	4.2763	2.7105	17.4868	17.1974	10.4474	17.2105	10.6184	0	11.8026	4.5789	0	0	0	17.3158	0	Human Diseases; Infectious disease: bacterial; Pathogenic Escherichia coli infection
ko05131	0.2913	0.1068	1.4272	1.2816	4.5631	1.2621	1.0971	0	0.534	0.0485	0	0	0	1.7282	0	Human Diseases; Infectious disease: bacterial; Shigellosis
ko05132	3.1376	0.6789	1.7064	1.5046	8.8991	1.5046	1.6422	0	1.7248	3.5596	0	0	0	3.3303	0	Human Diseases; Infectious disease: bacterial; Salmonella infection
ko05133	0.575	0	1.775	1.675	0.375	1.65	1.225	0	0.9	0	21.9	24.45	2.8	1.275	76.375	Human Diseases; Infectious disease: bacterial; Pertussis
ko05134	22.5429	2.5714	2.4286	2.1143	20.2286	1.3143	2.7429	10.4857	8.4286	13.8286	95.1429	111.4286	16.9429	4.6857	423.4571	Human Diseases; Infectious disease: bacterial; Legionellosis
ko05135	0.1967	0.3115	1.4754	1.4098	0.4754	1.1967	0.7869	0	0.4754	0.2787	0	0	0	1.1803	0.0328	Human Diseases; Infectious disease: bacterial; Yersinia infection
ko05140	0.3333	0.8	1.1667	1.5667	1	1	1.5	0	0.7333	0.8	0	0	0	1.0333	0	Human Diseases; Infectious disease: parasitic; Leishmaniasis
ko05142	0.3023	0.1395	1.5814	1.814	0.3721	1.8372	1.7907	0	0.8605	0.1628	0	0	0	1.3256	0	Human Diseases; Infectious disease: parasitic; Chagas disease
ko05143	0	1.9048	0.5238	0	1.2857	0.0952	0.2857	0	0.2381	1	0	0.0952	0	0.1429	0	Human Diseases; Infectious disease: parasitic; African trypanosomiasis
ko05144	0	0	1.9706	0	0.7059	0	1.5588	0	1.3824	0	0	0	0	0	0	Human Diseases; Infectious disease: parasitic; Malaria
ko05145	0.2708	0.5625	1.5208	1.7917	0.7292	1.4792	2	0	1.25	0.4583	0	0	0	1.625	0	Human Diseases; Infectious disease: parasitic; Toxoplasmosis
ko05146	0.9091	6.5909	0.6136	0.3636	1	0.8864	0.6136	0	0.2727	0.7045	0	0	0	0.6591	0	Human Diseases; Infectious disease: parasitic; Amoebiasis
ko05150	1.0541	0.5405	3.9189	0	0	0	3.9189	0	1.9459	27.9189	15.9189	66.0541	17.5405	0	54.8108	Human Diseases; Infectious disease: bacterial; Staphylococcus aureus infection
ko05152	13.9697	2.0909	3.5909	3.1667	9.2727	2.5758	3.1061	0	6.8485	18.9394	82.1818	81.9242	0	3.2727	192.2273	Human Diseases; Infectious disease: bacterial; Tuberculosis
ko05160	0.75	0.2321	5.5714	5.625	1.8929	5.5536	3.7857	0	7.3036	0.5357	0	0	0.2679	5.4107	0	Human Diseases; Infectious disease: viral; Hepatitis C
ko05161	0.303	0.1667	1.6061	2.2273	0.6364	2.0303	1.0606	0	1.6818	1.6667	0	0	0	0.803	0	Human Diseases; Infectious disease: viral; Hepatitis B
ko05162	0.1186	0.0339	1	1.5424	0.6271	1.3051	1.1017	0	0.8305	0	0	0	0	1.0847	0	Human Diseases; Infectious disease: viral; Measles
ko05163	0.1146	0.1042	1.5625	1.3125	0.3958	1.375	0.9062	0.0833	0.6042	0.0833	0.0104	0	0	1.1667	0	Human Diseases; Infectious disease: viral; Human cytomegalovirus infection
ko05164	0.2969	0.125	2.9375	3.3125	0.9375	3.3594	2.1406	0.125	2.8125	0.2656	0	10.0938	0	2.1562	20.9375	Human Diseases; Infectious disease: viral; Influenza A
ko05165	2.6207	2.1552	3.1897	3.1207	1.25	3.0776	1.931	7.1293	2.9741	8.9224	13.3966	0	0	2.4914	47.5345	Human Diseases; Infectious disease: viral; Human papillomavirus infection
ko05166	0.25	0.0208	1.8438	2.2188	0.2917	2.1042	1.0833	1.1979	2.1146	0.2188	2.6042	1.0521	0.4792	0.9062	5.5938	Human Diseases; Infectious disease: viral; Human T-cell leukemia virus 1 infection
ko05167	0.1647	0.0941	1.6824	2.1176	0.4824	1.8	1.2706	0	1.4706	0	0	0	0	0.8118	0	Human Diseases; Infectious disease: viral; Kaposi sarcoma-associated herpesvirus infection
ko05168	0.2162	0.1351	1.8784	1.3919	0.6757	1.5541	1.3378	0	0.7568	0.0811	0	0	0	1.2297	18.1081	Human Diseases; Infectious disease: viral; Herpes simplex virus 1 infection
ko05169	0.314	0.2558	2.0349	1.8605	1.0349	2.0116	1.5	0	1.1395	0.2093	0	0	0	1.5465	0	Human Diseases; Infectious disease: viral; Epstein-Barr virus infection
ko05170	0.1341	0.122	1.6829	1.3415	0.5366	1.7439	1.1098	0	1.3293	0.1098	0	0	0	1.1951	0	Human Diseases; Infectious disease: viral; Human immunodeficiency virus 1 infection
ko05171	0.3818	0.2455	2.3818	2.6455	0.9455	2.3909	1.8273	0	1.2909	0	0	0	0	2.1909	0	Human Diseases; Infectious disease: viral; Coronavirus disease - COVID-19
ko05200	1.3541	0.3254	2.0861	2.3445	1.8086	2.1962	1.4928	3.1722	1.866	1.4258	17.7847	22.4545	2.0048	1.8852	68.2919	Human Diseases; Cancer: overview; Pathways in cancer
ko05202	0.1111	0.2346	0.1235	0.1975	0.3951	0.2469	0.1235	0	0.0741	0.1728	0	0	0	0.1605	0	Human Diseases; Cancer: overview; Transcriptional misregulation in cancer
ko05203	3.0575	0.1839	2.6207	2.5747	0.4598	2.1379	1.2299	9.4138	2.2759	10.5057	0	0	4.5172	1.2299	62.6207	Human Diseases; Cancer: overview; Viral carcinogenesis
ko05205	1.494	3.0241	2.253	2.0964	3.0602	2.0843	1.5783	1.0843	1.6867	2.2048	2.3976	0	0.506	2.3614	26.3494	Human Diseases; Cancer: overview; Proteoglycans in cancer
ko05206	0	0.3333	2.0325	1.9512	0.9512	1.7561	0.8455	3.7154	1.7317	1.7967	0	5.3089	0	1.1789	59.1545	Human Diseases; Cancer: overview; MicroRNAs in cancer
ko05207	1.0769	0.3692	1.1385	1.0462	3.5692	1.3231	1.2462	0	1.2615	0.3692	0	0	0	2.0615	0	Human Diseases; Cancer: overview; Chemical carcinogenesis - receptor activation
ko05208	6.3864	1.0568	1.9432	1.6477	8.0909	1.8068	2.1477	0	2.7273	4.0682	0	0	0	3.5568	0	Human Diseases; Cancer: overview; Chemical carcinogenesis - reactive oxygen species
ko05210	0.1667	0.3333	1.0833	1.0278	0.8889	0.8056	0.6389	0	0.7778	0	0	0	0	1.3333	0	Human Diseases; Cancer: specific types; Colorectal cancer
ko05211	5.1429	0.3214	3.3214	4.1429	0.3929	3.8214	0.9286	0	4.6071	4.2143	0	0	0	0.75	0	Human Diseases; Cancer: specific types; Renal cell carcinoma
ko05212	0	0	0.375	0.1562	0.125	0.2188	0.5625	0	0.0938	0	0	0	0	0.4062	0	Human Diseases; Cancer: specific types; Pancreatic cancer
ko05213	0.4348	0.5652	0.8261	0.4783	1.7826	1.087	1.7826	0	1.3043	4.087	0	0	0	1.0435	0	Human Diseases; Cancer: specific types; Endometrial cancer
ko05214	0	0	0.2963	0.0741	0.1481	0.1852	0.1852	0	0.1111	0	0	0	0	0.4074	0.1111	Human Diseases; Cancer: specific types; Glioma
ko05215	0.7073	0.0732	2.5366	3.6098	5.4146	3	1.5366	0	2.9024	0.5122	66.1707	0	0	2.9024	54.3659	Human Diseases; Cancer: specific types; Prostate cancer
ko05216	0.1176	0	0.3529	1.4118	0.2941	1.1176	0.6471	0	0.2941	0	0	0	0	1.2353	0	Human Diseases; Cancer: specific types; Thyroid cancer
ko05217	0.4167	0.625	1.7083	2.125	1.375	2	2.6667	0	2.0417	4.5417	0	0	0	1.4583	0.0417	Human Diseases; Cancer: specific types; Basal cell carcinoma
ko05218	0	0	0.32	0.08	0.16	0.2	0.2	0	0.12	0	0	0	0	0.44	0	Human Diseases; Cancer: specific types; Melanoma
ko05219	5.6316	0.7368	2.6316	3.0526	1.2632	2.6842	1.9474	0	3.2632	5.5789	0	0	0	1.9474	0	Human Diseases; Cancer: specific types; Bladder cancer
ko05220	0.0625	0	0.4375	0.7812	0.0938	0.4688	0.8438	0	0.1562	0	0	0	0	0.625	0	Human Diseases; Cancer: specific types; Chronic myeloid leukemia
ko05221	0	0	0.2414	0.1034	0.069	0.5862	0.4828	0	0.2069	0	0	0	0	0.3448	0	Human Diseases; Cancer: specific types; Acute myeloid leukemia
ko05222	0.2432	0.1622	1.8108	1.8919	0.7568	2.0811	1.3243	0	0.6216	0.2432	0.0811	17.4054	0	1.7297	37.7027	Human Diseases; Cancer: specific types; Small cell lung cancer
ko05223	0	0	0.2667	0.0667	0.1333	0.1667	0.1667	0	0.1	0	0	0	0	0.3667	0	Human Diseases; Cancer: specific types; Non-small cell lung cancer
ko05224	0.3396	0.3585	2.283	2.0566	0.6415	1.6226	1.2264	0	1.6415	1.7736	0	0	0	1.566	0.1321	Human Diseases; Cancer: specific types; Breast cancer
ko05225	1.5862	0.5172	2.6207	2.9655	1.0345	2.2586	2.1034	0	3.2931	2.5172	5.8621	0	0	2.7586	98.1207	Human Diseases; Cancer: specific types; Hepatocellular carcinoma
ko05226	0.3519	0.3519	0.6667	0.4259	1	0.5926	0.9815	0	1.1667	1.7778	0	0	0	0.5	0	Human Diseases; Cancer: specific types; Gastric cancer
ko05230	45.08	4.72	5.04	2.24	2.16	2.24	4.88	121.08	13.44	123.96	306.12	428.28	0	2.64	1363.56	Human Diseases; Cancer: overview; Central carbon metabolism in cancer
ko05231	0.4516	0.1613	2	1.3871	1.6129	1.1613	0.8387	7.129	0.4839	0.0645	20.7097	0	0	2.4194	29.2903	Human Diseases; Cancer: overview; Choline metabolism in cancer
ko05235	0.0811	0.1351	0.6486	1.3784	0.5405	0.8919	1.3514	0	0.5946	0.1622	0	0	0	0.8108	0	Human Diseases; Cancer: overview; PD-L1 expression and PD-1 checkpoint pathway in cancer
ko05310	0.7	1.5	1.1	0.4	1.8	0.6	1.2	0	0.5	0	0	0	0	0.4	0	Human Diseases; Immune disease; Asthma
ko05320	0.5385	1.1538	0.8462	0.3077	1.4615	0.5385	1.1538	0	0.4615	0.9231	0	0	0	0.5385	0	Human Diseases; Immune disease; Autoimmune thyroid disease
ko05321	0	0	0.2963	0.1481	0.037	0.1852	0.2593	0	0.1481	0	0	0	0	0.0741	0	Human Diseases; Immune disease; Inflammatory bowel disease
ko05322	0.3043	0.7391	1.087	1.0435	0.9565	0.8696	0.8696	0	0.4348	0.6087	0.0435	0	0	0.5652	0	Human Diseases; Immune disease; Systemic lupus erythematosus
ko05323	0.2353	0.6176	0.6176	0.1176	0.9118	0.3235	0.4118	0	0.7059	0	0	0	0	0.1765	0	Human Diseases; Immune disease; Rheumatoid arthritis
ko05330	0	1.3636	1	0.3636	1.7273	0.5455	1.1818	0	0.4545	1.0909	0	0	0	0.4545	0	Human Diseases; Immune disease; Allograft rejection
ko05332	0	0	0	0.3636	0.1818	0	0.7273	0	0	0	0	0	0	0.2727	0	Human Diseases; Immune disease; Graft-versus-host disease
ko05340	17.3158	2.6316	57.7895	72.2632	34.4737	77.1579	34.1053	0	54.7368	14.6842	0	0	0	62.3684	0	Human Diseases; Immune disease; Primary immunodeficiency
ko05410	3.175	2.375	11.525	11.725	3.9	14.025	7.4	0.15	8.425	1.825	0.25	4.5	0.125	11.2	4.925	Human Diseases; Cardiovascular disease; Hypertrophic cardiomyopathy
ko05412	0.7059	0.2647	2.4412	3.1176	1.8235	3.7353	2.4706	0.1176	3.5882	0.1176	0.1176	0.0882	0.0588	2.3235	0.0588	Human Diseases; Cardiovascular disease; Arrhythmogenic right ventricular cardiomyopathy
ko05414	2.8409	2.5	10.5455	10.6591	3.9318	12.7727	6.8409	0	7.6818	1.9318	0.2273	0	0	10.2273	0.1591	Human Diseases; Cardiovascular disease; Dilated cardiomyopathy
ko05415	11.15	5	2.625	1.9625	11.4375	2.375	2.9375	0	5.075	21.8125	0	0	0	4.5625	0	Human Diseases; Cardiovascular disease; Diabetic cardiomyopathy
ko05416	4.85	5.3	18.85	16	7.6	19.7	10.9	0	10.85	4.05	0	0	0	17.35	0	Human Diseases; Cardiovascular disease; Viral myocarditis
ko05417	7.75	1.325	2.3625	2.225	7.6375	1.6875	2.025	0	3.65	5.2	0	0	0	3.525	0	Human Diseases; Cardiovascular disease; Lipid and atherosclerosis
ko05418	8.16	1.22	3.02	3.32	8.7	2.72	3.1	0	5.42	6.8	0	93.96	0	5.32	267.84	Human Diseases; Cardiovascular disease; Fluid shear stress and atherosclerosis
