function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K03943	0.0000	0.0000	243.9848	118.8112	0.0000	68.5843	0.0000	0.0000	286.8863	0.0000	0.0000	0.0000	0.0000	197.1224	0.0000	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]
K03982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	94.5569	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03983	0.0000	0.0000	392.4640	148.9369	14.5330	399.7815	178.5396	0.0000	209.0344	0.0000	0.0000	0.0000	0.0000	193.1154	0.5237	-
K03990	0.0000	0.0000	392.6843	803.1327	71.6269	270.4404	195.5434	0.0000	81.3993	27.9982	0.0000	0.0000	0.0000	190.6686	0.0000	-
K03992	0.0000	0.0000	0.0000	0.0000	22.1497	179.2075	45.3519	0.0000	18.7405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03997	0.0000	0.0000	245.5772	139.5177	37.3284	422.8206	305.7226	0.0000	0.0000	0.0000	2.6084	0.0000	0.0000	148.8067	0.0000	-
K04019	6.2661	34.9186	8.4578	0.0000	0.0000	0.0000	0.0000	99.1072	4.4347	0.0000	482.2401	13.2313	234.9750	6.8333	11.1051	eutA; ethanolamine utilization protein EutA
K04020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.1239	0.0000	363.6467	6.4711	53.2984	0.0000	0.0000	eutD; phosphotransacetylase
K04021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0149	0.0000	12.1731	404.3485	12.6165	151.9746	0.0000	0.3778	eutE; aldehyde dehydrogenase
K04022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.9089	20.9666	7.1941	517.7557	20.0251	233.8036	0.0000	0.0000	eutG; alcohol dehydrogenase
K04032	5.9703	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	394.3583	0.0000	5.3172	575.2947	16.4921	478.2589	65.2312	5.4287	eutT; ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17]
K04041	24.8394	0.0000	6.1115	0.0000	0.0000	0.0000	38.0415	114.7310	0.0000	0.0000	45.2109	0.5355	24.6155	4.9377	19.6100	fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]
K04042	654.4199	330.4364	80.9842	0.0000	954.6380	17.0054	266.1230	628.6713	316.2603	2077.4449	767.5501	831.7035	586.7406	500.7828	337.7474	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
K04043	571.9397	395.6503	257.3115	0.0000	1093.2628	154.6929	377.6243	562.8499	518.6444	1817.4332	433.4413	695.1356	615.9211	507.7723	179.9773	dnaK, HSPA9; molecular chaperone DnaK
K04056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0763	0.0000	0.0000	0.0000	yscO, sctO; type III secretion protein O
K04058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2284	0.0000	97.1454	22.9801	20.2662	0.0000	7.3985	yscW, sctW; type III secretion protein W
K04059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.1796	0.0000	0.0000	0.0000	yscX, sctX; type III secretion protein X
K04066	397.7842	180.2045	95.2665	0.0000	802.3231	11.4866	129.2204	493.4645	170.1111	309.5255	216.2245	539.3566	627.7600	469.5591	421.3277	priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K04067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0132	0.0000	0.0000	374.4252	2.8790	64.2211	0.0000	0.0000	priC; primosomal replication protein N''
K04072	0.0000	0.0000	138.4074	12.0973	25.8933	0.0000	39.7628	5.0243	0.0000	0.0000	148.1873	1.8906	218.7942	51.6108	0.9907	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
K04073	4.7260	0.0000	12.7312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	189.3167	25.0667	153.1909	0.0000	15.1293	mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]
K04077	1639.6727	1658.0401	885.0777	545.4189	1445.6012	311.1582	845.7999	404.5628	729.8953	891.6169	509.6613	416.3909	866.3458	655.0444	410.5893	groEL, HSPD1; chaperonin GroEL
K04079	47.5914	40.1680	83.2514	320.0891	814.7737	6.6589	56.7891	689.4454	82.3528	11.6139	751.5505	159.5021	415.2324	537.4144	158.4555	HSP90A, htpG; molecular chaperone HtpG
K04085	49.5185	103.7940	0.0000	0.0000	0.0000	0.0000	62.2183	31.1025	0.0000	18.0921	438.6917	130.5037	290.0957	0.0000	154.7760	tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]
K04091	19.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.1760	0.0000	50.4308	20.7308	0.0000	130.2173	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
K04092	402.9398	131.8425	0.0000	0.0000	16.5998	41.0323	33.9884	14.5860	0.0000	145.3509	0.0000	123.4825	64.5479	0.0000	307.5576	tyrA1; chorismate mutase [EC:5.4.99.5]
K04093	61.5010	171.6967	0.0000	0.0000	24.5943	0.0000	0.0000	7.0735	0.0000	106.3526	0.0000	6.4266	7.9076	0.0000	32.0120	pheA1; chorismate mutase [EC:5.4.99.5]
K04098	34.7268	27.0667	26.7286	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5678	11.7354	3.7397	0.0000	0.2928	chqB; hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]
K04100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7086	0.0000	0.0000	2.6592	ligA; protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]
K04101	15.4461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.5485	0.0000	0.0000	4.3191	ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]
K04102	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.2813	0.0000	0.0000	11.7544	pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]
K04103	147.9644	71.9184	0.0000	0.0000	4.3181	14.1384	193.9163	1577.3785	70.7637	210.5747	26.6232	206.2824	28.0478	0.0000	9.8339	ipdC; indolepyruvate decarboxylase [EC:4.1.1.74]
K04127	22.0487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8052	0.0000	0.0000	22.6627	cefD; isopenicillin-N epimerase [EC:5.1.1.17]
K04161	29.4405	240.9383	0.0000	45.0574	0.0000	0.0000	0.0000	0.0000	20.3995	27.9982	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04226	31.4707	333.5949	247.8283	598.2878	58.4615	292.0226	93.9096	0.0000	154.7097	74.7618	0.0000	0.0000	3.5181	298.4787	0.0000	-
K04227	48.4498	1101.4116	32.6295	0.0000	6.6130	0.0000	13.5403	0.0000	61.5470	38.3968	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04228	8.0019	0.0000	600.0763	744.6376	107.3070	556.0667	233.3405	2.2620	252.4954	0.0000	0.7325	0.5290	6.0320	760.8236	0.0944	-
K04229	0.0000	0.0000	261.6361	399.5123	55.1620	184.5702	175.9656	0.0000	78.3203	13.4409	0.0000	1.0075	0.0000	305.3877	0.0000	-
K04234	277.5166	2819.2649	52.5856	0.0000	387.4391	0.0000	101.0526	33.3207	108.2060	181.4744	7.1868	7.0733	0.0000	68.3331	0.0000	-
K04257	591.3640	3691.6471	887.6368	277.8380	1036.5528	704.1991	1783.9865	9.2295	315.9344	308.6286	5.5596	4.0099	33.7289	578.0202	0.5476	OLFR; olfactory receptor
K04333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2538	0.0000	0.0000	343.1037	5.4464	197.8601	0.0000	1.2231	csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K04335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	267.6493	1.0493	7.4384	0.0000	1.9243	csgB; minor curlin subunit
K04336	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	170.2547	0.0000	30.5824	0.0000	0.3991	csgC; curli production protein
K04352	87.6510	584.4888	26.2357	0.0000	47.8549	0.0000	65.3225	0.0000	67.4821	27.7856	1.1147	0.0000	0.0000	0.0000	0.0000	RASA1, RASGAP; Ras GTPase-activating protein 1
K04357	0.0000	0.0000	151.8160	0.0000	73.8756	59.8962	277.2605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	65.5815	1.6632	-
K04378	0.0000	0.0000	359.7959	493.8440	0.0000	68.6910	275.6401	0.0000	65.0367	0.0000	1.7905	0.0000	0.0000	22.3607	0.0000	SRF; serum response factor
K04426	12.1016	0.0000	32.6002	0.0000	39.6426	0.0000	162.3379	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.3386	0.3572	MAP3K5, ASK1; mitogen-activated protein kinase kinase kinase 5 [EC:2.7.11.25]
K04437	91.5764	312.3749	1696.0754	1662.9972	187.2239	1201.1447	1102.9452	0.0000	526.5343	81.6738	0.0000	6.5510	0.0000	751.0286	0.0000	FLNA; filamin
K04447	42.3156	620.1366	113.9934	0.0000	162.3940	0.0000	709.5603	0.0000	39.3788	0.0000	0.0000	3.2009	0.0000	61.8458	0.4102	JAK2; Janus kinase 2 [EC:2.7.10.2]
K04467	0.0000	0.0000	387.0297	109.9399	0.0000	0.0000	1084.0924	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04486	19.2169	0.0000	6.4539	0.0000	0.0000	0.0000	61.4843	1285.8774	0.0000	0.0000	384.1312	19.8204	696.9145	0.0000	41.8897	E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]
K04487	666.1214	42.7630	198.9904	0.0000	1253.7971	31.0560	514.5444	753.5668	188.3976	654.7188	695.6282	510.0977	1096.2133	192.5865	457.6488	iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]
K04496	57.9314	0.0000	0.0000	88.6612	94.8864	153.5404	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	CTBP; C-terminal binding protein
K04498	14.2962	0.0000	413.3208	615.8341	29.2371	483.5733	141.1670	0.0000	253.9911	45.4831	0.0000	0.0000	0.0000	73.4574	0.0000	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]
K04504	0.0000	0.0000	33.6899	0.0000	40.9677	132.5836	41.9411	0.0000	105.5666	0.0000	0.0000	0.0000	0.0000	232.6442	0.0000	-
K04513	0.0000	0.0000	725.4639	1000.1636	83.5061	567.2647	52.9938	0.0000	200.8817	0.0000	0.0000	2.4670	0.0000	569.5368	0.3232	RHOA; Ras homolog gene family, member A
K04516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.2215	0.0000	0.0000	38.1129	38.3926	11.2068	0.0000	0.4522	AROA1, aroA; chorismate mutase [EC:5.4.99.5]
K04517	240.6331	405.7909	0.0000	0.0000	0.0000	0.0000	0.0000	21.4461	94.3926	380.2851	4.2935	185.3013	79.3004	10.4509	266.8330	tyrA2; prephenate dehydrogenase [EC:1.3.1.12]
K04518	697.5176	395.5212	0.0000	0.0000	7.9157	11.4748	16.0521	51.5528	359.5189	540.4233	9.1476	132.3130	105.4739	0.0000	396.1945	pheA2; prephenate dehydratase [EC:4.2.1.51]
K04534	0.0000	0.0000	172.9387	214.0577	0.0000	252.0055	271.0231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	197.6536	0.0000	GNAO, G-ALPHA-O; guanine nucleotide-binding protein G(o) subunit alpha
K04550	21.2544	0.0000	682.2313	1234.2273	89.9412	2119.0892	835.9426	0.0000	479.9438	0.0000	0.0000	0.0000	0.0000	482.3706	0.1454	-
K04561	48.5213	17.5720	0.0000	0.0000	0.0000	0.0000	0.0000	2.4645	0.0000	0.0000	0.7372	235.1404	2.4704	0.0000	37.7006	norB; nitric oxide reductase subunit B [EC:1.7.2.5]
K04564	607.4375	277.9422	57.5368	0.0000	960.0785	38.9590	185.9638	303.4041	413.3254	582.8493	874.9916	343.0606	783.3308	431.5814	600.9934	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
K04565	128.3485	0.0000	0.0000	0.0000	14.7962	0.0000	94.4002	19.5098	0.0000	33.9683	185.0133	353.6106	31.2215	0.0000	73.1905	SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
K04566	11.2312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6972	0.0000	115.6716	9.9199	0.0000	223.9680	lysK; lysyl-tRNA synthetase, class I [EC:6.1.1.6]
K04567	510.4813	463.2679	167.9010	4.0407	789.1367	23.5948	349.6940	489.5556	239.5505	1035.7196	498.1830	416.0403	625.1779	366.9667	311.0735	KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]
K04596	0.0000	36.5058	401.9907	0.0000	0.0000	96.8006	157.9389	0.0000	0.0000	19.0897	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04612	0.0000	0.0000	24.4832	278.1881	14.8860	72.2634	121.9177	0.0000	37.7845	0.0000	0.0000	0.0000	0.0000	98.9032	0.0000	CASR; calcium-sensing receptor
K04630	37.3277	304.9219	683.8130	361.7939	34.6873	794.5675	850.5661	0.0000	482.0774	35.4334	0.0000	0.0000	0.0000	426.2763	0.0000	GNAI; guanine nucleotide-binding protein G(i) subunit alpha
K04631	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27.6282	0.0000	0.0000	-
K04659	0.0000	0.0000	734.4540	1765.2874	106.6299	244.9242	765.7660	22.1077	256.7819	0.0000	0.0000	0.0000	0.0000	1048.6725	0.0000	-
K04660	0.0000	0.0000	255.5213	0.0000	0.0000	0.0000	53.0170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	206.4430	0.0000	-
K04662	30.1170	134.0011	408.0451	627.7215	195.0053	464.6538	554.9885	4.1372	150.1027	58.8928	0.0000	0.0000	6.1685	168.7491	0.0000	BMP4; bone morphogenetic protein 4
K04664	15.1097	107.9092	82.1511	63.9186	221.3794	109.2290	152.0184	2.3293	92.9038	9.4047	0.5659	0.0000	3.7274	45.4495	0.0000	-
K04666	0.0000	0.0000	306.6602	278.7524	52.2068	182.3268	78.0003	0.0000	192.3402	0.0000	0.0000	0.0000	3.8028	169.5455	0.1344	-
K04667	27.1175	0.0000	367.4106	685.8775	72.9025	433.8573	265.9785	0.0000	514.6738	4.7974	0.6546	0.0000	0.0000	57.4988	0.0000	-
K04679	0.0000	0.0000	0.0000	76.0655	0.0000	285.4095	416.7022	0.0000	11.4794	0.0000	0.0000	0.0000	0.0000	36.0577	0.0000	MADHIP, SARA; MAD, mothers against decapentaplegic interacting protein
K04702	0.0000	0.0000	0.0000	0.0000	0.0000	411.9016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04708	0.0000	0.0000	196.1299	297.1350	0.0000	707.5306	0.0000	0.0000	100.8948	0.0000	0.0000	0.0000	0.0000	211.2786	0.0000	E1.1.1.102; 3-dehydrosphinganine reductase [EC:1.1.1.102]
K04719	65.3495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0840	114.5381	0.8328	76.9634	5.4853	0.0000	58.0008	bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]
K04720	33.5208	0.0000	11.2404	0.0000	0.0000	0.0000	0.0000	435.7720	0.0000	0.0000	241.4473	7.5593	217.7773	27.7866	32.9997	cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]
K04727	0.0000	0.0000	231.4771	723.2891	0.0000	284.6741	72.0423	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	93.5085	0.0000	AIFM1, PDCD8; apoptosis-inducing factor 1 [EC:1.-.-.-]
K04730	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.9734	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
K04734	0.0000	0.0000	256.2432	1106.3872	0.0000	453.7899	893.2023	0.0000	52.7275	0.0000	0.0000	0.0000	14.3409	455.4576	0.0000	-
K04746	0.0000	21.5061	10.6187	0.0000	19.3688	0.0000	79.3161	0.0000	5.4626	11.2460	0.0000	0.4440	0.0000	17.1583	0.1163	-
K04751	323.4603	0.0000	0.0000	0.0000	0.0000	0.0000	133.6406	50.0585	144.0300	277.9112	206.7601	448.1741	70.0922	0.0000	281.6940	glnB; nitrogen regulatory protein P-II 1
K04761	79.7866	151.0511	0.0000	0.0000	0.0000	12.2548	0.0000	4.3429	58.3583	275.0664	389.9519	369.2043	111.8454	10.0325	290.0113	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
K04765	59.4585	0.0000	0.0000	0.0000	0.0000	0.0000	94.1052	10.5748	0.0000	0.0000	113.5355	136.7162	85.0844	0.0000	145.4066	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]
K04771	45.2278	0.0000	48.0329	0.0000	277.2923	25.9777	44.5646	727.0501	14.0872	551.0365	526.3262	583.6359	674.2042	319.3903	314.8591	degP, htrA; serine protease Do [EC:3.4.21.107]
K04782	14.2983	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.2800	0.0000	332.8416	11.3192	0.0000	17.8996	pchB; isochorismate pyruvate lyase [EC:4.2.99.21]
K04793	9.7981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.1835	0.0000	0.0000	0.0000	0.0000	0.0000	4.5309	mbtG; mycobactin lysine-N-oxygenase
K04807	0.0000	0.0000	324.6893	184.4630	49.3537	718.7544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04835	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	146.5652	0.0000	0.0000	85.2982	2.0376	79.0887	23.6220	0.0000	mal; methylaspartate ammonia-lyase [EC:4.3.1.2]
K04850	40.5057	527.4650	70.5995	0.0000	244.1994	0.0000	396.0864	0.0000	27.0515	40.7936	7.1437	0.0000	0.0000	0.0000	0.0000	-
K04861	0.0000	0.0000	0.0000	0.0000	64.7903	471.7815	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	215.2343	0.0000	CACNA2D4; voltage-dependent calcium channel alpha-2/delta-4
K04877	0.0000	0.0000	27.8551	63.3003	0.0000	93.3374	13.8901	0.0000	54.5591	0.0000	0.0000	0.0000	0.0000	22.5298	0.0000	-
K04892	0.0000	0.0000	0.0000	0.0000	14.9770	96.9399	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	59.7045	0.2699	-
K04914	0.0000	0.0000	13.3201	15.1349	40.4939	65.5252	0.0000	0.0000	68.5225	0.0000	0.0000	0.0000	0.0000	10.7617	0.0000	-
K04929	8.8729	96.8197	157.9856	59.8367	57.2250	0.0000	0.0000	0.0000	21.3264	25.3146	0.7458	0.0000	0.0000	0.0000	0.0000	-
K04943	0.0000	0.0000	0.0000	189.1169	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	280.5255	0.0000	-
K04944	0.0000	273.1828	44.9616	0.0000	0.0000	0.0000	0.0000	0.0000	115.6477	111.1081	0.0000	0.0000	0.0000	0.0000	0.0000	-
K04952	0.0000	0.0000	269.9705	613.5042	32.8290	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	CNGB1; cyclic nucleotide gated channel beta 1
K04955	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	114.3722	0.0000	0.0000	0.0000	0.0000	35.9251	0.0000	HCN2; hyperpolarization activated cyclic nucleotide-gated potassium channel 2
K04961	0.0000	0.0000	160.4497	146.9785	12.8561	95.4496	40.2589	0.0000	16.6360	0.0000	0.0000	0.0000	0.0000	500.4396	0.0000	-
K04962	189.8067	0.0000	850.1478	1392.9854	107.8493	1714.0287	1427.4735	0.0000	1590.3306	0.0000	0.0000	0.0000	0.0000	413.2973	0.0000	RYR2; ryanodine receptor 2
K04963	0.0000	0.0000	450.9751	190.6050	0.0000	633.8733	230.0409	0.0000	303.6138	0.0000	0.0000	0.0000	0.0000	129.1350	0.0000	-
K04975	0.0000	0.0000	0.0000	0.0000	40.4049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K05001	0.0000	0.0000	126.4252	47.8833	55.2910	86.1958	274.7397	0.0000	196.8217	0.0000	0.0000	0.0000	0.0000	309.1156	0.0000	-
K05032	0.0000	0.0000	164.1811	746.1987	0.0000	376.9034	0.0000	0.0000	56.3063	0.0000	0.0000	0.0000	0.0000	132.6467	0.0000	-
K05038	0.0000	0.0000	66.3311	100.0273	49.7331	562.7950	394.9335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	207.9276	0.0000	SLC6A5S; solute carrier family 6 (neurotransmitter transporter, amino acid) member 5/7/9/14
K05100	0.0000	0.0000	344.3324	293.4340	26.1697	211.7327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K05103	0.0000	0.0000	210.9799	0.0000	113.1338	159.2293	173.7328	0.0000	47.8604	0.0000	0.0000	0.0000	0.0000	34.9403	0.0000	-
K05105	0.0000	0.0000	0.0000	0.0000	0.0000	145.1144	275.4300	0.0000	113.8143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K05109	0.0000	0.0000	198.8166	37.6507	0.0000	293.4093	165.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	53.5432	0.0000	-
K05175	285.1845	884.8410	128.2237	77.3499	366.3714	22.3253	244.3752	0.0000	182.1348	74.5109	7.0392	0.0000	0.0000	18.3333	0.0000	GABRA; gamma-aminobutyric acid receptor subunit alpha
K05181	0.0000	0.0000	349.1247	453.3606	0.0000	98.1392	155.2252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	161.1816	0.0000	GABRB; gamma-aminobutyric acid receptor subunit beta
K05199	0.0000	0.0000	24.0451	0.0000	0.0000	47.3136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	GRIA3; glutamate receptor 3
K05201	0.0000	0.0000	254.3273	96.3259	51.5446	83.4069	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	GRIK1; glutamate receptor, ionotropic kainate 1
K05207	0.0000	237.8194	0.0000	0.0000	392.6732	0.0000	292.3658	30.8005	0.0000	0.0000	0.0000	0.0000	0.0000	47.4351	0.0000	GRID2; glutamate receptor delta-2 subunit
K05208	10.6391	0.0000	0.0000	0.0000	0.0000	0.0000	35.6797	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	GRIN1; glutamate receptor ionotropic, NMDA 1
K05211	0.0000	0.0000	0.0000	0.0000	0.0000	33.1459	0.0000	0.0000	17.3310	0.0000	0.0000	0.0000	0.0000	27.2190	0.0000	-
K05213	0.0000	0.0000	61.3943	0.0000	0.0000	120.8059	229.2920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	GRIN3A; glutamate receptor ionotropic, NMDA 3A
K05214	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	279.1896	0.0000	-
K05220	34.9845	222.6854	0.0000	0.0000	9.5503	0.0000	0.0000	0.0000	0.0000	5.5451	0.0000	0.0000	0.0000	0.0000	0.0000	-
K05297	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8765	5.8656	0.0000	15.5802	rubB, alkT; rubredoxin---NAD+ reductase [EC:1.18.1.1]
K05301	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	28.5332	0.0000	0.0000	0.7584	E1.8.2.1; sulfite dehydrogenase [EC:1.8.2.1]
K05306	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	140.8124	0.0000	25.8146	5.1003	0.6275	20.8721	12.1236	42.4211	phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1]
K05307	0.0000	0.0000	0.0000	0.0000	24.9278	161.3475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	THTPA; thiamine-triphosphatase [EC:3.6.1.28]
K05334	0.0000	0.0000	238.7107	452.0557	0.0000	0.0000	396.2326	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K05341	2.2652	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.1240	0.0000	0.0000	6.3511	E2.4.1.4; amylosucrase [EC:2.4.1.4]
K05342	40.2508	84.4475	5.1643	0.0000	2.8415	0.0000	25.2859	37.4765	47.7673	187.4318	30.0103	8.0659	16.5820	4.1723	60.5404	E2.4.1.64; alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]
K05343	176.2133	67.5012	0.0000	0.0000	0.0000	6.7266	8.5115	11.9198	14.5814	253.4012	1.2129	19.1697	18.8357	0.0000	38.5585	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]
K05349	447.9149	1129.6893	0.0000	0.0000	99.8240	53.8433	204.3915	2.6418	89.8698	658.6196	0.0000	37.7908	2.6895	0.0000	293.1764	bglX; beta-glucosidase [EC:3.2.1.21]
K05350	144.7612	137.9510	0.0000	8.6978	13.9627	7.5313	0.0000	30.1194	145.5465	337.4552	5.5289	33.6095	53.4844	0.0000	36.5231	bglB; beta-glucosidase [EC:3.2.1.21]
K05351	21.2178	23.1525	0.0000	0.0000	0.0000	0.0000	0.0000	1.9990	5.8808	48.4279	0.0000	54.3156	0.0000	0.0000	8.7246	E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]
K05352	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	51.8884	0.0000	0.0000	0.0000	0.0000	16.6067	0.0000	0.5201	tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]
K05362	0.0000	0.0000	47.7421	0.0000	19.3518	0.0000	9.9058	1.3914	0.0000	0.0000	0.0000	0.0000	118.0104	32.1435	0.0000	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]
K05364	40.4433	33.9037	8.3700	0.0000	0.0000	8.2520	10.4200	0.0000	172.3475	153.9462	0.0000	5.6115	4.6892	0.0000	6.7979	pbpA; penicillin-binding protein A
K05365	18.4564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.6322	13.8650	0.0000	52.6064	mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
