function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K03555	42.0000	0.0000	7.0000	0.0000	3.0000	1.0000	23.0000	1005.0000	2.0000	28.0000	2571.0000	1574.0000	540.0000	6.0000	1854.0000	mutS; DNA mismatch repair protein MutS
K03557	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	96.0000	1.0000	0.0000	84.0000	fis; Fis family transcriptional regulator, factor for inversion stimulation protein
K03563	3.0000	0.0000	0.0000	0.0000	9.0000	0.0000	1.0000	2.0000	0.0000	0.0000	95.0000	38.0000	0.0000	3.0000	189.0000	csrA; carbon storage regulator
K03566	15.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	3.0000	606.0000	18.0000	0.0000	3622.0000	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K03567	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	35.0000	3.0000	0.0000	114.0000	gcvR; glycine cleavage system transcriptional repressor
K03572	22.0000	0.0000	27.0000	0.0000	15.0000	1.0000	22.0000	679.0000	12.0000	109.0000	2586.0000	1726.0000	476.0000	14.0000	2753.0000	mutL; DNA mismatch repair protein MutL
K03573	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	558.0000	2.0000	11.0000	0.0000	0.0000	mutH; DNA mismatch repair protein MutH
K03575	99.0000	6.0000	6.0000	0.0000	4.0000	1.0000	1.0000	10.0000	16.0000	95.0000	905.0000	810.0000	117.0000	2.0000	3440.0000	mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]
K03581	12.0000	0.0000	22.0000	0.0000	13.0000	5.0000	43.0000	1195.0000	21.0000	1349.0000	2801.0000	2813.0000	599.0000	24.0000	628.0000	recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
K03582	32.0000	1.0000	5.0000	1.0000	373.0000	3.0000	8.0000	13.0000	1.0000	2.0000	1.0000	1490.0000	3.0000	87.0000	2184.0000	recB; exodeoxyribonuclease V beta subunit [EC:3.1.11.5]
K03583	35.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	7.0000	3.0000	0.0000	1.0000	1089.0000	4.0000	0.0000	1714.0000	recC; exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]
K03584	105.0000	11.0000	11.0000	0.0000	9.0000	0.0000	10.0000	304.0000	34.0000	215.0000	961.0000	918.0000	278.0000	9.0000	2763.0000	recO; DNA repair protein RecO (recombination protein O)
K03587	135.0000	24.0000	4.0000	2.0000	187.0000	2.0000	12.0000	144.0000	41.0000	120.0000	431.0000	1449.0000	54.0000	80.0000	5873.0000	ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K03588	88.0000	8.0000	10.0000	0.0000	42.0000	3.0000	5.0000	93.0000	40.0000	116.0000	893.0000	928.0000	122.0000	27.0000	4447.0000	ftsW, spoVE; cell division protein FtsW
K03589	40.0000	9.0000	21.0000	0.0000	10.0000	0.0000	4.0000	122.0000	31.0000	312.0000	181.0000	1220.0000	161.0000	8.0000	2398.0000	ftsQ; cell division protein FtsQ
K03590	22.0000	1.0000	10.0000	0.0000	115.0000	3.0000	12.0000	163.0000	10.0000	82.0000	969.0000	1233.0000	99.0000	17.0000	1676.0000	ftsA; cell division protein FtsA
K03594	7.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	6.0000	255.0000	641.0000	19.0000	0.0000	808.0000	bfr; bacterioferritin [EC:1.16.3.1]
K03601	146.0000	8.0000	20.0000	0.0000	92.0000	0.0000	10.0000	185.0000	62.0000	77.0000	981.0000	890.0000	81.0000	32.0000	4348.0000	xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	14.0000	4.0000	2.0000	0.0000	0.0000	0.0000	0.0000	20.0000	14.0000	2.0000	12.0000	152.0000	17.0000	0.0000	523.0000	xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K03606	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	698.0000	80.0000	39.0000	0.0000	0.0000	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03620	1.0000	0.0000	0.0000	0.0000	34.0000	0.0000	0.0000	1.0000	0.0000	1.0000	313.0000	2.0000	2.0000	10.0000	6.0000	hyaC; Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K03621	24.0000	0.0000	9.0000	0.0000	122.0000	0.0000	9.0000	369.0000	0.0000	4.0000	450.0000	504.0000	173.0000	63.0000	1408.0000	plsX; glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15]
K03628	156.0000	18.0000	15.0000	0.0000	195.0000	0.0000	26.0000	165.0000	69.0000	66.0000	86.0000	951.0000	131.0000	41.0000	5268.0000	rho; transcription termination factor Rho
K03629	195.0000	15.0000	4.0000	0.0000	11.0000	2.0000	10.0000	179.0000	122.0000	431.0000	405.0000	936.0000	132.0000	7.0000	3481.0000	recF; DNA replication and repair protein RecF
K03635	39.0000	6.0000	0.0000	0.0000	40.0000	1.0000	1.0000	16.0000	15.0000	44.0000	315.0000	375.0000	27.0000	12.0000	1078.0000	MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]
K03636	3.0000	0.0000	1.0000	0.0000	28.0000	0.0000	2.0000	0.0000	0.0000	1.0000	96.0000	223.0000	9.0000	7.0000	190.0000	moaD, cysO; sulfur-carrier protein
K03637	64.0000	0.0000	4.0000	0.0000	58.0000	0.0000	1.0000	70.0000	23.0000	43.0000	465.0000	325.0000	54.0000	11.0000	988.0000	moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K03638	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	272.0000	71.0000	17.0000	0.0000	642.0000	moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]
K03639	101.0000	5.0000	4.0000	1.0000	99.0000	0.0000	6.0000	293.0000	38.0000	104.0000	1096.0000	725.0000	108.0000	42.0000	2549.0000	moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]
K03644	154.0000	10.0000	0.0000	2.0000	7.0000	1.0000	8.0000	18.0000	22.0000	120.0000	52.0000	797.0000	58.0000	3.0000	2520.0000	lipA; lipoyl synthase [EC:2.8.1.8]
K03648	68.0000	11.0000	4.0000	0.0000	67.0000	0.0000	13.0000	254.0000	16.0000	164.0000	542.0000	885.0000	122.0000	17.0000	2130.0000	UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]
K03649	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	16.0000	0.0000	329.0000	15.0000	22.0000	0.0000	434.0000	mug; double-stranded uracil-DNA glycosylase [EC:3.2.2.28]
K03651	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	4.0000	1.0000	0.0000	21.0000	2.0000	0.0000	2.0000	46.0000	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
K03652	36.0000	7.0000	2.0000	0.0000	1.0000	0.0000	0.0000	301.0000	27.0000	65.0000	493.0000	369.0000	95.0000	0.0000	843.0000	MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21]
K03654	144.0000	13.0000	18.0000	2.0000	9.0000	3.0000	23.0000	459.0000	37.0000	98.0000	1304.0000	1890.0000	279.0000	11.0000	5891.0000	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K03655	164.0000	26.0000	18.0000	0.0000	265.0000	2.0000	21.0000	630.0000	57.0000	251.0000	1237.0000	2613.0000	290.0000	101.0000	7117.0000	recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
K03657	538.0000	60.0000	39.0000	2.0000	444.0000	7.0000	35.0000	2556.0000	140.0000	486.0000	4325.0000	2662.0000	1304.0000	184.0000	16437.0000	uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
K03660	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	154.0000	0.0000	0.0000	100.0000	4.0000	43.0000	2.0000	199.0000	OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K03666	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	61.0000	0.0000	0.0000	47.0000	143.0000	22.0000	0.0000	68.0000	hfq; host factor-I protein
K03671	118.0000	16.0000	2.0000	0.0000	20.0000	0.0000	12.0000	237.0000	38.0000	180.0000	240.0000	859.0000	99.0000	2.0000	2246.0000	trxA; thioredoxin 1
K03685	65.0000	5.0000	2.0000	0.0000	100.0000	0.0000	7.0000	82.0000	16.0000	55.0000	187.0000	558.0000	39.0000	23.0000	2178.0000	rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]
K03693	0.0000	0.0000	8.0000	0.0000	12.0000	4.0000	1.0000	5.0000	0.0000	0.0000	0.0000	2.0000	191.0000	16.0000	161.0000	pbp1b; penicillin-binding protein 1B
K03695	188.0000	23.0000	27.0000	3.0000	298.0000	4.0000	11.0000	199.0000	49.0000	208.0000	1399.0000	1391.0000	407.0000	127.0000	4979.0000	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
K03701	65.0000	3.0000	7.0000	0.0000	410.0000	0.0000	20.0000	42.0000	9.0000	26.0000	3058.0000	2695.0000	226.0000	117.0000	1843.0000	uvrA; excinuclease ABC subunit A
K03702	127.0000	2.0000	24.0000	0.0000	210.0000	4.0000	11.0000	1098.0000	1.0000	27.0000	2964.0000	626.0000	513.0000	96.0000	3103.0000	uvrB; excinuclease ABC subunit B
K03703	140.0000	23.0000	18.0000	0.0000	176.0000	2.0000	12.0000	345.0000	36.0000	165.0000	797.0000	1590.0000	227.0000	74.0000	5754.0000	uvrC; excinuclease ABC subunit C
K03707	9.0000	0.0000	2.0000	1.0000	8.0000	0.0000	0.0000	247.0000	2.0000	7.0000	648.0000	288.0000	93.0000	12.0000	298.0000	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K03723	143.0000	10.0000	40.0000	2.0000	401.0000	0.0000	28.0000	1062.0000	25.0000	266.0000	2768.0000	2552.0000	554.0000	103.0000	7850.0000	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
K03732	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	250.0000	23.0000	15.0000	0.0000	77.0000	rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
K03735	3.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	94.0000	0.0000	10.0000	1614.0000	138.0000	136.0000	4.0000	237.0000	eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
K03736	7.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	29.0000	5.0000	0.0000	415.0000	48.0000	28.0000	0.0000	130.0000	eutC; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]
K03738	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	73.0000	0.0000	0.0000	3.0000	2.0000	13.0000	5.0000	2.0000	aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K03739	1.0000	0.0000	5.0000	0.0000	11.0000	0.0000	12.0000	201.0000	1.0000	390.0000	87.0000	767.0000	133.0000	4.0000	5.0000	dltB; membrane protein involved in D-alanine export
K03740	0.0000	0.0000	7.0000	0.0000	7.0000	1.0000	8.0000	128.0000	1.0000	41.0000	171.0000	228.0000	115.0000	10.0000	10.0000	dltD; D-alanine transfer protein
K03742	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	348.0000	0.0000	1.0000	824.0000	31.0000	148.0000	1.0000	319.0000	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03743	29.0000	6.0000	1.0000	0.0000	0.0000	0.0000	0.0000	8.0000	22.0000	26.0000	373.0000	454.0000	44.0000	0.0000	1528.0000	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03750	99.0000	25.0000	10.0000	0.0000	223.0000	4.0000	7.0000	308.0000	27.0000	151.0000	1075.0000	1275.0000	198.0000	86.0000	3571.0000	moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
K03752	4.0000	0.0000	1.0000	0.0000	79.0000	1.0000	7.0000	200.0000	1.0000	3.0000	621.0000	355.0000	74.0000	30.0000	791.0000	mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
K03760	21.0000	0.0000	3.0000	2.0000	185.0000	0.0000	4.0000	10.0000	0.0000	0.0000	1349.0000	801.0000	75.0000	55.0000	2967.0000	eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]
K03763	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	161.0000	0.0000	8.0000	0.0000	27.0000	polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
K03767	76.0000	8.0000	3.0000	0.0000	7.0000	1.0000	2.0000	17.0000	47.0000	87.0000	554.0000	370.0000	106.0000	2.0000	947.0000	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
K03776	10.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	27.0000	6.0000	1243.0000	810.0000	35.0000	0.0000	518.0000	aer; aerotaxis receptor
K03777	27.0000	0.0000	0.0000	0.0000	2.0000	0.0000	5.0000	4.0000	51.0000	28.0000	51.0000	41.0000	2.0000	0.0000	218.0000	dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12]
K03778	28.0000	5.0000	1.0000	0.0000	0.0000	1.0000	11.0000	126.0000	34.0000	346.0000	163.0000	613.0000	41.0000	0.0000	278.0000	ldhA; D-lactate dehydrogenase [EC:1.1.1.28]
K03779	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	673.0000	5.0000	17.0000	0.0000	3.0000	ttdA; L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]
K03781	292.0000	26.0000	9.0000	0.0000	272.0000	0.0000	9.0000	77.0000	43.0000	174.0000	29.0000	2411.0000	62.0000	77.0000	6215.0000	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]
K03782	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	5.0000	6.0000	1783.0000	36.0000	81.0000	0.0000	16.0000	katG; catalase-peroxidase [EC:1.11.1.21]
K03783	50.0000	9.0000	32.0000	22.0000	8.0000	25.0000	7.0000	104.0000	34.0000	21.0000	271.0000	222.0000	48.0000	6.0000	2204.0000	punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]
K03784	79.0000	7.0000	14.0000	0.0000	6.0000	3.0000	8.0000	109.0000	16.0000	39.0000	94.0000	67.0000	114.0000	8.0000	1027.0000	deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]
K03785	13.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	15.0000	4.0000	251.0000	29.0000	18.0000	0.0000	529.0000	aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]
K03786	14.0000	1.0000	0.0000	2.0000	40.0000	0.0000	4.0000	155.0000	5.0000	21.0000	79.0000	296.0000	52.0000	6.0000	990.0000	aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]
K03787	54.0000	1.0000	1.0000	0.0000	77.0000	0.0000	0.0000	21.0000	0.0000	3.0000	487.0000	618.0000	20.0000	5.0000	1158.0000	surE; 5'-nucleotidase [EC:3.1.3.5]
K03788	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	616.0000	5.0000	23.0000	0.0000	0.0000	aphA; acid phosphatase (class B) [EC:3.1.3.2]
K03793	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.0000	0.0000	0.0000	76.0000	PTR1; pteridine reductase [EC:1.5.1.33]
K03795	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	121.0000	0.0000	0.0000	0.0000	cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K03800	64.0000	3.0000	0.0000	0.0000	0.0000	0.0000	2.0000	39.0000	12.0000	34.0000	903.0000	106.0000	68.0000	0.0000	2887.0000	lplA, lplJ; lipoate---protein ligase [EC:6.3.1.20]
K03801	78.0000	6.0000	0.0000	0.0000	4.0000	0.0000	3.0000	10.0000	27.0000	70.0000	5.0000	599.0000	27.0000	0.0000	2213.0000	lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
K03809	43.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	291.0000	95.0000	2.0000	0.0000	955.0000	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K03814	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	1.0000	438.0000	460.0000	7.0000	0.0000	661.0000	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
K03816	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	161.0000	0.0000	11.0000	258.0000	8.0000	52.0000	3.0000	154.0000	xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
K03818	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	275.0000	27.0000	28.0000	0.0000	38.0000	wcaF; putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]
K03819	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	259.0000	0.0000	10.0000	0.0000	0.0000	wcaB; putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]
K03821	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	1.0000	1.0000	0.0000	1100.0000	5.0000	0.0000	642.0000	phbC, phaC; polyhydroxyalkanoate synthase [EC:2.3.1.-]
K03823	18.0000	3.0000	0.0000	0.0000	1.0000	1.0000	1.0000	5.0000	15.0000	58.0000	278.0000	266.0000	9.0000	0.0000	884.0000	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
K03825	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	54.0000	0.0000	0.0000	575.0000	31.0000	33.0000	0.0000	93.0000	yhhY; putative acetyltransferase [EC:2.3.1.-]
K03831	2.0000	0.0000	1.0000	0.0000	65.0000	0.0000	6.0000	1.0000	1.0000	0.0000	532.0000	382.0000	41.0000	21.0000	131.0000	mogA; molybdopterin adenylyltransferase [EC:2.7.7.75]
K03841	13.0000	1.0000	2.0000	1.0000	98.0000	1.0000	4.0000	2.0000	0.0000	4.0000	470.0000	696.0000	19.0000	34.0000	520.0000	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
K03851	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	52.0000	2.0000	0.0000	17.0000	tpa; taurine-pyruvate aminotransferase [EC:2.6.1.77]
K03852	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	3.0000	0.0000	148.0000	7.0000	0.0000	195.0000	xsc; sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
K03853	1.0000	3.0000	3.0000	0.0000	1.0000	0.0000	3.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-
K03856	4.0000	0.0000	7.0000	0.0000	4.0000	0.0000	4.0000	157.0000	0.0000	0.0000	424.0000	12.0000	157.0000	10.0000	170.0000	AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K03862	23.0000	3.0000	0.0000	0.0000	0.0000	0.0000	1.0000	15.0000	22.0000	65.0000	2.0000	65.0000	14.0000	0.0000	452.0000	vanA; vanillate monooxygenase [EC:1.14.13.82]
K03863	25.0000	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	6.0000	22.0000	1.0000	61.0000	7.0000	0.0000	299.0000	vanB; vanillate monooxygenase ferredoxin subunit
K03884	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	ND6; NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]
K03885	230.0000	11.0000	4.0000	6.0000	221.0000	2.0000	14.0000	34.0000	43.0000	76.0000	728.0000	957.0000	92.0000	56.0000	4988.0000	ndh; NADH dehydrogenase [EC:1.6.99.3]
K03889	36.0000	3.0000	0.0000	0.0000	1.0000	0.0000	0.0000	13.0000	23.0000	45.0000	5.0000	27.0000	20.0000	0.0000	995.0000	qcrC; ubiquinol-cytochrome c reductase cytochrome c subunit
K03890	123.0000	5.0000	0.0000	0.0000	5.0000	0.0000	2.0000	10.0000	35.0000	105.0000	11.0000	65.0000	27.0000	0.0000	1657.0000	qcrA; ubiquinol-cytochrome c reductase iron-sulfur subunit
K03891	64.0000	8.0000	0.0000	1.0000	3.0000	0.0000	0.0000	4.0000	34.0000	89.0000	11.0000	54.0000	25.0000	0.0000	2040.0000	qcrB; ubiquinol-cytochrome c reductase cytochrome b subunit
K03900	0.0000	0.0000	1.0000	1.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	0.0000	-
K03902	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03903	1.0000	0.0000	8.0000	11.0000	4.0000	19.0000	9.0000	0.0000	15.0000	0.0000	0.0000	0.0000	0.0000	20.0000	0.0000	-
K03904	0.0000	0.0000	2.0000	17.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03905	0.0000	0.0000	7.0000	11.0000	0.0000	10.0000	3.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	18.0000	0.0000	-
K03908	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	14.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	-
K03910	2.0000	5.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03912	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	-
K03921	29.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	16.0000	FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
K03927	0.0000	0.0000	7.0000	13.0000	1.0000	4.0000	2.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	7.0000	2.0000	CES2; carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]
K03934	1.0000	0.0000	0.0000	0.0000	2.0000	7.0000	5.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]
K03943	0.0000	0.0000	7.0000	3.0000	0.0000	2.0000	0.0000	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]
K03982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03983	0.0000	0.0000	14.0000	5.0000	1.0000	17.0000	6.0000	0.0000	17.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2.0000	-
K03990	0.0000	0.0000	10.0000	18.0000	3.0000	7.0000	4.0000	0.0000	4.0000	2.0000	0.0000	0.0000	0.0000	6.0000	0.0000	-
K03992	0.0000	0.0000	0.0000	0.0000	1.0000	5.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K03997	0.0000	0.0000	4.0000	2.0000	1.0000	7.0000	4.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	3.0000	0.0000	-
K04019	2.0000	2.0000	1.0000	0.0000	0.0000	0.0000	0.0000	67.0000	1.0000	0.0000	1323.0000	37.0000	98.0000	1.0000	120.0000	eutA; ethanolamine utilization protein EutA
K04020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	719.0000	13.0000	16.0000	0.0000	0.0000	eutD; phosphotransacetylase
K04021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	4.0000	1104.0000	35.0000	63.0000	0.0000	4.0000	eutE; aldehyde dehydrogenase
K04022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	4.0000	2.0000	1196.0000	47.0000	82.0000	0.0000	0.0000	eutG; alcohol dehydrogenase
K04032	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	148.0000	0.0000	1.0000	903.0000	26.0000	114.0000	5.0000	31.0000	eutT; ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17]
K04041	11.0000	0.0000	1.0000	0.0000	0.0000	0.0000	5.0000	105.0000	0.0000	0.0000	174.0000	2.0000	14.0000	1.0000	293.0000	fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]
K04042	213.0000	20.0000	9.0000	0.0000	169.0000	2.0000	25.0000	416.0000	75.0000	698.0000	2093.0000	2296.0000	242.0000	67.0000	3576.0000	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
K04043	237.0000	30.0000	24.0000	0.0000	269.0000	4.0000	39.0000	491.0000	147.0000	793.0000	1598.0000	2596.0000	338.0000	61.0000	2533.0000	dnaK, HSPA9; molecular chaperone DnaK
K04056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0000	0.0000	0.0000	0.0000	yscO, sctO; type III secretion protein O
K04058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	221.0000	54.0000	7.0000	0.0000	61.0000	yscW, sctW; type III secretion protein W
K04059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	yscX, sctX; type III secretion protein X
K04066	187.0000	15.0000	18.0000	0.0000	203.0000	2.0000	19.0000	523.0000	57.0000	149.0000	941.0000	2333.0000	420.0000	92.0000	6851.0000	priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K04067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	384.0000	3.0000	10.0000	0.0000	0.0000	priC; primosomal replication protein N''
K04072	0.0000	0.0000	13.0000	1.0000	4.0000	0.0000	3.0000	5.0000	0.0000	0.0000	766.0000	10.0000	93.0000	6.0000	20.0000	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
