species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_Brevundimonas viscosa	0	0	0	0	0	0	0	0	0	0	0	54	0	0	5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas viscosa
s_Holophaga sp002298155	10	15	2	0	3	0	1	0	5	20	1	2	0	0	0	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_Holophaga;s_Holophaga sp002298155
s_Achromobacter pestifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Achromobacter;s_Achromobacter pestifer
s_Unclassified_g_Kaistia	0	0	0	0	0	0	0	0	0	0	0	6	3	0	49	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Kaistiaceae;g_Kaistia;s_Unclassified_g_Kaistia
s_Luteimonas abyssi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas;s_Luteimonas abyssi
s_Clostridium AG cavendishii	0	0	0	0	0	0	0	43	0	0	7	0	3	0	5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AG;s_Clostridium AG cavendishii
s_Pararhizobium antarcticum	0	0	0	0	0	0	0	0	0	0	0	3	0	0	55	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pararhizobium;s_Pararhizobium antarcticum
s_PWLF01 sp003559475	1	0	0	0	0	0	0	46	0	0	8	0	2	0	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA7960;g_PWLF01;s_PWLF01 sp003559475
s_Clostridium N sp905215405	8	0	0	0	0	0	0	0	0	0	0	0	1	0	49	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium N;s_Clostridium N sp905215405
s_Rhizobium lusitanum B	0	0	0	0	0	0	0	0	0	0	0	16	0	0	42	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium lusitanum B
s_Citricoccus muralis	5	0	0	0	0	0	0	2	0	0	0	0	2	0	49	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Citricoccus;s_Citricoccus muralis
s_Amycolatopsis anabasis	0	0	0	0	0	0	0	0	1	0	1	3	1	0	52	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Amycolatopsis;s_Amycolatopsis anabasis
s_Soehngenia A sp014360205	0	0	0	0	0	0	0	0	0	0	0	2	0	0	56	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tissierellaceae;g_Soehngenia A;s_Soehngenia A sp014360205
s_Paraburkholderia sp001931485	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia sp001931485
s_Bifidobacterium sp012932445	6	0	0	0	0	0	0	0	0	4	0	2	0	0	46	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium sp012932445
s_Unclassified_f_Nannocystaceae	0	0	11	14	0	6	17	0	5	0	1	0	0	4	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae;g_Unclassified_f_Nannocystaceae;s_Unclassified_f_Nannocystaceae
s_UBA10649 sp003456155	0	0	12	6	2	9	5	0	14	0	0	0	0	10	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_S36-B12;g_UBA10649;s_UBA10649 sp003456155
s_Unclassified_c_Negativicutes	0	0	0	0	0	0	2	1	0	0	40	13	1	1	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Unclassified_c_Negativicutes;f_Unclassified_c_Negativicutes;g_Unclassified_c_Negativicutes;s_Unclassified_c_Negativicutes
s_Caproicibacter sp900184925	0	6	0	0	0	0	0	1	6	1	8	29	7	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Caproicibacter;s_Caproicibacter sp900184925
s_Terrimicrobium sacchariphilum	1	0	15	7	0	7	11	0	2	0	0	0	0	15	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_Terrimicrobiaceae;g_Terrimicrobium;s_Terrimicrobium sacchariphilum
s_Sphingopyxis sp016793825	4	0	0	0	0	0	0	0	0	1	0	53	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp016793825
s_Pseudorhodobacter B sp000176015	0	0	0	0	0	0	0	0	0	0	0	56	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudorhodobacter B;s_Pseudorhodobacter B sp000176015
s_Corynebacterium callunae	4	1	0	0	0	0	0	0	6	9	3	3	2	0	30	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium callunae
s_Formosimonas sp017495165	0	0	10	7	3	11	9	0	10	0	0	0	0	8	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Formosimonas;s_Formosimonas sp017495165
s_Allorhizobium sp002600635	0	0	0	0	0	0	0	0	0	0	0	7	0	0	50	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Allorhizobium;s_Allorhizobium sp002600635
s_Unclassified_f_Anaerovoracaceae	1	0	7	0	1	0	5	19	0	0	10	2	5	2	5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Unclassified_f_Anaerovoracaceae;s_Unclassified_f_Anaerovoracaceae
s_Merdousia sp000438015	0	0	0	0	0	0	0	52	0	0	1	1	3	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp000438015
s_Pseudorhizobium endolithicum	0	0	0	0	0	0	0	0	0	0	0	2	0	0	55	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pseudorhizobium;s_Pseudorhizobium endolithicum
s_DTIZ01 sp011370625	3	10	0	0	3	1	3	0	3	34	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_CAIYQO01;o_WVXJ01;f_DTIZ01;g_DTIZ01;s_DTIZ01 sp011370625
s_CTSoil-043 sp017860675	2	0	0	0	0	0	0	0	0	0	0	4	0	0	51	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales;f_CSP1-4;g_CTSoil-043;s_CTSoil-043 sp017860675
s_Reyranella sp018242505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales;f_Reyranellaceae;g_Reyranella;s_Reyranella sp018242505
s_Tetrasphaera A australiensis	2	0	0	0	0	0	0	0	0	0	0	0	0	0	55	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Tetrasphaera A;s_Tetrasphaera A australiensis
s_Spirillospora madurae	15	23	0	0	2	0	1	0	2	9	0	1	0	1	3	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Spirillospora;s_Spirillospora madurae
s_Unclassified_g_Celeribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Celeribacter;s_Unclassified_g_Celeribacter
s_Acidicaldus organivorans	2	1	1	5	1	9	0	0	4	0	0	0	0	34	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_Acidicaldus;s_Acidicaldus organivorans
s_Pseudomonas E sp012935695	0	0	0	0	0	0	0	0	0	0	0	1	2	0	54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp012935695
s_Rummeliibacillus stabekisii	0	0	13	8	1	15	4	0	5	0	0	0	0	10	1	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Rummeliibacillus;s_Rummeliibacillus stabekisii
s_Ornithobacterium rhinotracheale A	3	0	0	0	0	0	0	0	0	0	0	3	0	0	51	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Ornithobacterium;s_Ornithobacterium rhinotracheale A
s_Brevundimonas sp001427825	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp001427825
s_Sphingopyxis sp002842935	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp002842935
s_Acidovorax sp002754495	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp002754495
s_Unclassified_g_Pelomonas	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pelomonas;s_Unclassified_g_Pelomonas
s_Unclassified_g_Luteimonas B	2	0	0	0	0	0	0	0	0	0	0	55	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas B;s_Unclassified_g_Luteimonas B
s_Qipengyuania sp016793865	0	0	0	0	0	0	0	0	0	0	0	53	1	0	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Qipengyuania;s_Qipengyuania sp016793865
s_Kribbella flavida	0	0	8	5	2	19	3	0	3	0	0	0	0	17	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Kribbellaceae;g_Kribbella;s_Kribbella flavida
s_JABFSC01 sp013140885	2	0	3	14	2	21	4	0	4	0	0	0	1	6	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_Bin18;f_Bin18;g_JABFSC01;s_JABFSC01 sp013140885
s_Unclassified_g_UBA1149	0	0	11	11	2	14	7	0	3	0	0	0	0	9	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA1149;f_UBA1149;g_UBA1149;s_Unclassified_g_UBA1149
s_Bacillus BH sp017745675	0	0	8	8	1	15	14	0	4	0	1	0	0	6	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Bacillaceae F;g_Bacillus BH;s_Bacillus BH sp017745675
s_Mesorhizobium sp000502955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium;s_Mesorhizobium sp000502955
s_Mesorhizobium sp006440775	2	0	0	0	0	0	0	0	0	0	0	10	0	0	45	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium;s_Mesorhizobium sp006440775
s_Rhodoglobus sp015864955	0	0	0	0	0	0	0	5	0	0	5	0	5	0	41	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Rhodoglobus;s_Rhodoglobus sp015864955
s_Globicatella sp010892315	0	0	0	0	0	0	2	0	0	1	0	0	2	0	51	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Globicatella;s_Globicatella sp010892315
s_Unclassified_g_Pigmentiphaga	0	0	0	0	0	0	0	0	0	0	0	2	0	0	54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pigmentiphaga;s_Unclassified_g_Pigmentiphaga
s_Unclassified_o_Coriobacteriales	1	0	0	0	0	0	0	2	0	1	19	0	2	0	31	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Unclassified_o_Coriobacteriales;g_Unclassified_o_Coriobacteriales;s_Unclassified_o_Coriobacteriales
s_Paenarthrobacter sp017357425	21	1	0	0	0	0	0	1	1	2	0	21	3	0	6	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paenarthrobacter;s_Paenarthrobacter sp017357425
s_Nocardioides sp002729525	5	0	0	0	0	0	0	1	0	2	0	3	3	0	42	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides sp002729525
s_Corynebacterium faecigallinarum	8	2	0	0	0	0	1	5	0	9	0	2	2	0	27	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium faecigallinarum
s_Ornithinimicrobium sp003351765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinimicrobium;s_Ornithinimicrobium sp003351765
s_Palsa-1392 sp013815325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450;g_Palsa-1392;s_Palsa-1392 sp013815325
s_RSA11 sp002919115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_70-9;g_RSA11;s_RSA11 sp002919115
s_WHTI01 sp016649855	0	0	7	11	0	24	3	0	0	0	0	0	0	10	1	d_Bacteria;p_Actinobacteriota;c_UBA4738;o_CADDZG01;f_WHSQ01;g_WHTI01;s_WHTI01 sp016649855
s_ARS1013 sp002690375	0	0	10	16	2	13	4	0	2	0	0	0	0	9	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_ARS1013;g_ARS1013;s_ARS1013 sp002690375
s_Aequorivita aquimaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Aequorivita;s_Aequorivita aquimaris
s_Cedecea sp011752815	0	0	0	0	0	0	0	0	0	0	49	0	7	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Cedecea;s_Cedecea sp011752815
s_Pantoea sp003813865	0	0	0	0	0	0	0	0	0	0	53	0	3	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pantoea;s_Pantoea sp003813865
s_Rahnella sp019049675	0	0	0	0	0	0	0	0	0	0	54	0	2	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Rahnella;s_Rahnella sp019049675
s_Pseudomonas E alcaligenes C	0	0	0	0	0	0	0	0	0	0	0	50	0	0	6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E alcaligenes C
s_Paracoccus saliphilus A	0	0	0	0	0	0	0	0	0	0	0	54	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus saliphilus A
s_Sphingopyxis sp001047015	1	0	0	0	0	0	0	5	0	0	0	50	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp001047015
s_Noviherbaspirillum galbum	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Noviherbaspirillum;s_Noviherbaspirillum galbum
s_Palsa-881 sp003136615	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Palsa-881;s_Palsa-881 sp003136615
s_Kaistella sp018902795	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella sp018902795
s_Hyphomonas polymorpha	0	0	0	0	0	0	0	0	0	0	0	54	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Hyphomonadaceae;g_Hyphomonas;s_Hyphomonas polymorpha
s_Cupriavidus necator	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Cupriavidus;s_Cupriavidus necator
s_Hydrogenophaga sp002840835	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Hydrogenophaga;s_Hydrogenophaga sp002840835
s_Rhodoferax bucti	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Rhodoferax;s_Rhodoferax bucti
s_BB2 sp016745035	0	0	2	8	4	22	7	0	3	0	0	0	0	10	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales;f_Beggiatoaceae;g_BB2;s_BB2 sp016745035
s_Corynebacterium coyleae	4	0	0	0	1	0	0	3	6	35	1	5	1	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium coyleae
s_PWTM01 sp003563855	0	0	10	13	2	10	1	0	10	0	0	0	0	10	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_PWTM01;f_PWTM01;g_PWTM01;s_PWTM01 sp003563855
s_41-12-T18 sp013215805	0	0	2	21	1	17	6	0	0	0	0	0	0	9	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Methylophagaceae;g_41-12-T18;s_41-12-T18 sp013215805
s_Demequina sp002090095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Demequinaceae;g_Demequina;s_Demequina sp002090095
s_Pseudomonas E costantinii	10	17	2	0	0	0	2	0	1	6	0	2	0	0	15	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E costantinii
s_Microcella putealis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	54	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microcella;s_Microcella putealis
s_Methyloligella sp013341275	0	0	0	0	0	0	0	0	0	0	0	12	0	0	43	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloligella;s_Methyloligella sp013341275
s_Tagaea sp016794005	0	0	0	0	0	0	0	0	0	0	0	15	0	0	40	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2;f_CACIAM-22H2;g_Tagaea;s_Tagaea sp016794005
s_Fusobacterium pseudoperiodonticum	0	0	0	0	0	0	0	51	0	0	1	0	3	0	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium pseudoperiodonticum
s_Clostridium I akagii	0	0	0	0	0	0	0	47	0	0	3	0	0	0	5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium I;s_Clostridium I akagii
s_Wagnerdoeblera intermedia	0	0	0	0	0	0	0	0	0	0	0	45	0	0	10	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Wagnerdoeblera;s_Wagnerdoeblera intermedia
s_Demequina sp002090175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Demequinaceae;g_Demequina;s_Demequina sp002090175
s_Bordetella A petrii	0	0	0	0	0	0	0	0	0	0	0	33	0	0	22	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Bordetella A;s_Bordetella A petrii
s_Bifidobacterium kashiwanohense A	1	4	0	0	0	0	0	0	1	2	0	1	3	0	43	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium kashiwanohense A
s_Clostridium sp900540255	3	0	0	0	0	0	0	0	0	0	0	0	2	0	50	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp900540255
s_Lysobacter defluvii	0	0	0	0	0	0	0	0	0	0	0	3	0	0	52	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Lysobacter defluvii
s_Mycobacterium aichiense	35	0	0	0	0	0	0	12	0	3	0	0	0	0	5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium aichiense
s_Paracoccus alkanivorans	0	0	0	0	0	0	0	0	0	0	0	44	0	0	11	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus alkanivorans
s_Unclassified_g_Caballeronia	2	0	5	1	1	2	1	0	0	0	0	0	0	1	42	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Caballeronia;s_Unclassified_g_Caballeronia
s_Ensifer adhaerens D	0	0	0	0	0	0	0	0	0	0	0	1	0	0	54	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Ensifer;s_Ensifer adhaerens D
s_Pantoea allii	0	0	0	0	0	0	0	0	0	0	49	0	6	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pantoea;s_Pantoea allii
s_CAG-302 sp001916775	0	0	0	0	0	0	1	0	0	0	45	4	0	2	3	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-302;s_CAG-302 sp001916775
s_Bacteroides sp900762525	0	0	0	0	0	0	0	2	0	2	51	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp900762525
s_NIC37A-2 sp012514535	0	0	16	2	2	11	11	0	11	0	0	0	0	2	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_NIC37A-2;s_NIC37A-2 sp012514535
s_Roseicyclus sp000013565	0	0	0	0	0	0	0	0	0	0	0	46	0	0	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Roseicyclus;s_Roseicyclus sp000013565
s_Aeromicrobium erythreum	0	0	0	0	0	0	0	0	0	0	0	38	0	0	17	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Aeromicrobium erythreum
s_DP3N28-2 sp019218285	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_DP3N28-2;s_DP3N28-2 sp019218285
s_Polaromonas sp016185115	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Polaromonas;s_Polaromonas sp016185115
s_Microvirga flavescens	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Microvirga;s_Microvirga flavescens
s_Variovorax sp901827155	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Variovorax;s_Variovorax sp901827155
s_Brevundimonas sp002479325	0	0	0	0	0	0	0	0	0	0	0	46	0	0	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp002479325
s_Sphingorhabdus B sp013823985	5	0	0	0	0	0	0	0	0	0	0	50	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingorhabdus B;s_Sphingorhabdus B sp013823985
s_UMGS1264 sp904399395	7	25	1	0	0	0	1	0	5	16	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UMGS1264;s_UMGS1264 sp904399395
s_GLO-3 sp003354135	0	0	12	6	3	4	9	0	13	0	0	0	0	8	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_GLO-3;g_GLO-3;s_GLO-3 sp003354135
s_Lactococcus A reticulitermitis	0	0	1	16	7	15	5	0	4	0	1	0	0	6	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus A;s_Lactococcus A reticulitermitis
s_Pararhizobium sp001426685	0	0	0	0	0	0	0	0	0	0	0	12	0	0	43	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pararhizobium;s_Pararhizobium sp001426685
s_UBA1213 sp902772895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA1213;s_UBA1213 sp902772895
