species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_Aquabacterium sp903894125	0	0	0	0	0	0	0	0	0	0	0	49.3579	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Aquabacterium;s_Aquabacterium sp903894125
s_Leifsonia soli	38.4144	0	0	0	0	0	0	0	0	0	0	0	0	0	10.935	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leifsonia;s_Leifsonia soli
s_Brevundimonas viscosa	0	0	0	0	0	0	0	0	0	0	0	43.7711	0	0	5.5674	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas viscosa
s_Paenarthrobacter sp000526335	0	0	0	0	0	0	0	0	0	47.6769	0	1.2549	0	0	0.3288	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paenarthrobacter;s_Paenarthrobacter sp000526335
s_Unclassified_g_Candidimonas A	24.9875	0	0	0	0	0	0	0	0	0	0	0	4.0752	0	20.1686	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Candidimonas A;s_Unclassified_g_Candidimonas A
s_Unclassified_g_Symbiopectobacterium	0	0	0	0	0	0	0	0	0	0	32.3691	0.7964	15.9895	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Symbiopectobacterium;s_Unclassified_g_Symbiopectobacterium
s_Yaniella sp013393415	0	0	0	0	0	0	0	0	5.9312	16.2811	0.9797	0	25.8109	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Yaniella;s_Yaniella sp013393415
s_Phenylobacterium sp001824475	0	0	0	0	0	0	0	0	0	0	0	48.9788	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Phenylobacterium;s_Phenylobacterium sp001824475
s_Georgenia soli	18.3815	0	0	0	0	0	0	2.1648	4.2703	0	0	2.6003	2.3229	0	19.2009	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Georgenia;s_Georgenia soli
s_Thalassotalea euphylliae C	0	0	0	0	0	0	48.8858	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Thalassotalea;s_Thalassotalea euphylliae C
s_Stenotrophomonas sp002329155	30.2132	0	0	0	0	0	0	0	0	0	0	8.0458	4.5551	0	6.0314	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas sp002329155
s_Hafnia proteus	22.7903	0	0	0	0	0	0	0	0	0	23.4758	2.5672	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Hafnia;s_Hafnia proteus
s_Serratia B rubidaea	0	0	0	0	0	0	0	0	0	0	23.2691	0	25.543	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Serratia B;s_Serratia B rubidaea
s_Ramlibacter koreensis	0	0	0	0	0	0	0	0	0	0	0	48.789	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ramlibacter;s_Ramlibacter koreensis
s_Sphingomonas soli	0	0	0	0	0	0	0	0	0	0	0	48.7835	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas soli
s_CAHJWH01 sp009765965	0	0	0	0	0	0	0	0	0	0	0	48.7276	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_CAHJWH01;s_CAHJWH01 sp009765965
s_Paeniglutamicibacter gangotriensis	0	0	0	0	0	0	0	4.9764	0	30.1393	0	8.3298	0	0	5.2653	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paeniglutamicibacter;s_Paeniglutamicibacter gangotriensis
s_Pseudomonas E chengduensis	0	0	0	0	0	0	0	0	0	0	0	8.3568	32.0845	0	8.1756	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E chengduensis
s_Spirillospora atramentaria	6.5447	0	0	0	0	0	0	0	9.0697	18.6723	0	2.2117	4.9336	0	7.1468	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Spirillospora;s_Spirillospora atramentaria
s_Phenylobacterium sp016772415	0	0	0	0	0	0	0	0	0	0	0	48.5763	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Phenylobacterium;s_Phenylobacterium sp016772415
s_Gleimia europaea B	3.2001	0	0	0	0	0	0	0	0	24.3463	0.7325	6.4885	4.8246	0	8.9722	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Gleimia;s_Gleimia europaea B
s_Sphingomonas B sp009913435	0	0	0	0	0	0	0	0	0	0	0	48.0312	0	0	0.5287	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas B;s_Sphingomonas B sp009913435
s_Paeniglutamicibacter sp003287975	34.2724	0	0	0	0	0	0	0	0	8.1483	0	0	0	0	6.0689	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paeniglutamicibacter;s_Paeniglutamicibacter sp003287975
s_Paracoccus mutanolyticus	25.6553	0	0	0	0	0	0	12.0855	0	0	0	5.7799	0	0	4.9216	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus mutanolyticus
s_Unclassified_g_Microbulbifer	26.8843	0	0	0	0	0	0	0	0	0	0	21.5561	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae;g_Microbulbifer;s_Unclassified_g_Microbulbifer
s_B47-G16 sp003648815	0	0	0	0	48.3796	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Aerophobota;c_Aerophobia;o_Aerophobales;f_B47-G16;g_B47-G16;s_B47-G16 sp003648815
s_Acidovorax sp002754495	0	0	0	0	0	0	0	0	0	0	0	48.35	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp002754495
s_MT2928 sp015679265	0	0	0	0	0	0	0	0	0	0	0	48.2935	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_MT2928;s_MT2928 sp015679265
s_Pannonibacter phragmitetus	0	0	0	0	0	0	0	0	0	0	0	48.2935	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Pannonibacter;s_Pannonibacter phragmitetus
s_Pseudomonas E psychrophila A	0	0	0	0	0	0	0	0	0	0	0	0	13.5433	0	34.7113	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E psychrophila A
s_Enterobacter sichuanensis	0	0	0	0	0	0	0	0	0	0	18.881	0	29.2604	0	0.0955	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter sichuanensis
s_Enemella sp012839035	9.4759	0	0	0	0	0	0	0	0	1.8023	0	1.7079	0	0	35.1945	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Enemella;s_Enemella sp012839035
s_Ruania albidiflava	8.88	0	0	0	0	0	0	0	0	0	0	0.6205	0	0	38.6535	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Ruania;s_Ruania albidiflava
s_Allorhizobium sp002796995	0	0	0	0	0	0	0	0	0	0	0	47.4115	0	0	0.6937	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Allorhizobium;s_Allorhizobium sp002796995
s_UBA945 sp002293315	0	0	0	0	0	0	0	38.6885	0	0	9.3999	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA945;s_UBA945 sp002293315
s_Devosia soli	0	0	0	0	0	0	0	0	20.2008	0	0	13.4038	0	0	14.478	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia;s_Devosia soli
s_Caulobacter sp000799245	0	0	0	0	0	0	0	0	0	0	0	48.0742	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter;s_Caulobacter sp000799245
s_Sinorhizobium sp004827385	0	0	0	0	0	0	0	0	0	0	0	39.2639	0	0	8.6968	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Sinorhizobium;s_Sinorhizobium sp004827385
s_Ornithinicoccus cavernae	13.6188	0	0	0	0	0	0	4.8067	0	0	0	6.0051	0	0	23.489	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinicoccus;s_Ornithinicoccus cavernae
s_Novosphingobium sp018241045	0	0	0	0	0	0	0	0	16.3018	0	0	31.3603	0	0	0.2314	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Novosphingobium sp018241045
s_Planobacterium sp002319955	0	0	0	0	0	0	0	0	0	0	0	47.7113	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Planobacterium;s_Planobacterium sp002319955
s_Sphingopyxis sp900078365	3.7728	0	0	0	0	0	0	0	0	3.588	0	40.3454	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp900078365
s_Occultella glacieicola	27.6449	0	0	0	0	0	0	1.5172	0	0	0	4.9784	0	0	13.5532	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Occultella;s_Occultella glacieicola
s_Acidovorax sp001464865	0	0	0	0	0	0	0	0	0	0	0	47.6516	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp001464865
s_Unclassified_g_UBA2334	0	0	0	0	0	0	0	0	0	0	0	45.6842	0	0	1.9458	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_UBA2334;s_Unclassified_g_UBA2334
s_Jannaschia seosinensis	0	0	0	0	0	0	0	0	0	0	0	47.5865	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Jannaschia;s_Jannaschia seosinensis
s_Corynebacterium lubricantis	12.6589	0	0	0	0	11.1836	14.1512	0	0	0	0	1.426	3.1809	0	4.9814	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium lubricantis
s_Parasphingorhabdus marina	12.7141	0	0	0	0	0	0	0.7487	0	0	0	33.9457	0	0	0.0469	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Parasphingorhabdus;s_Parasphingorhabdus marina
s_Roseibium sp002237595	0	0	0	0	0	0	0	0	0	0	0	0	9.4274	0	38.0167	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Roseibium;s_Roseibium sp002237595
s_J084 sp003695555	0	0	0	0	47.4432	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Rhodothalassiaceae;g_J084;s_J084 sp003695555
s_CAG-302 sp001916775	0	0	0	0	0	0	11.8745	0	0	0	18.2363	1.5954	0	15.4127	0.3135	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-302;s_CAG-302 sp001916775
s_Acinetobacter tianfuensis	0	0	0	0	0	0	0	0	0	0	0	24.8315	10.5764	0	11.9887	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter tianfuensis
s_Acidovorax sp004210805	0	0	0	0	0	0	0	0	0	0	0	47.3939	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp004210805
s_Kaistella sp002197835	0	0	0	0	0	0	0	0	0	0	0	47.1639	0	0	0.219	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella sp002197835
s_Sphingomonas sp003946805	0	0	0	0	0	0	0	0	0	0	0	47.3789	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sp003946805
s_Oceanivirga salmonicida	0	0	0	0	0	0	0	0	0	0	0	0	47.335	0	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Oceanivirga;s_Oceanivirga salmonicida
s_Trueperella bernardiae	0	0	0	0	0	0	0	0	0	0	0	0.7902	23.7969	0	22.705	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Trueperella;s_Trueperella bernardiae
s_Glutamicibacter sp009805585	47.2598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Glutamicibacter sp009805585
s_Streptomyces sp002846625	0	0	0	0	0	0	0	0	0	0	0	0	45.9428	0	1.1991	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces sp002846625
s_Sinimarinibacterium sp010092425	0	0	0	0	0	0	0	0	0	0	0	47.1274	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Nevskiaceae;g_Sinimarinibacterium;s_Sinimarinibacterium sp010092425
s_Dietzia sp008369165	0	0	0	0	0	0	0	45.3856	0	0	0	0	0	0	1.7061	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia;s_Dietzia sp008369165
s_Enterococcus I alcedinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.7779	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus I;s_Enterococcus I alcedinis
s_Pseudoxanthomonas A sacheonensis	0	0	0	0	0	0	0	0	0	0	0	46.76	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas A;s_Pseudoxanthomonas A sacheonensis
s_Pseudomonas E vranovensis	0	0	0	0	0	0	0	0	0	0	2.2637	11.2804	14.9095	0	18.3057	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E vranovensis
s_Brevundimonas sp017302335	0	0	0	0	0	0	0	0	0	0	0	46.5632	0	0	0.1553	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp017302335
s_Specibacter glacialis	0	0	0	0	0	0	0	0	0	0	0	0.2874	20.3883	0	26.0202	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Specibacter;s_Specibacter glacialis
s_ZC4RG25 sp003242645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.6886	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_ZC4RG25;s_ZC4RG25 sp003242645
s_Dongia sp000620685	0	0	0	0	0	0	0	0	0	0	0	46.6626	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Dongiales;f_Dongiaceae;g_Dongia;s_Dongia sp000620685
s_Anaerococcus degeneri	0	0	0	0	0	0	0	0	0	0	0	0	45.7358	0	0.8953	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Anaerococcus;s_Anaerococcus degeneri
s_Listeria costaricensis	0	0	3.5625	0	0	0	0	1.8689	0	0	1.2109	1.0428	35.8881	2.8782	0.1561	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Listeriaceae;g_Listeria;s_Listeria costaricensis
s_Fusobacterium B sp900542625	0	0	0	0	0	0	0	1.5042	0	0	39.5409	3.085	2.4071	0	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium B;s_Fusobacterium B sp900542625
s_Desulfocapsa sp016765495	46.5252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfocapsaceae;g_Desulfocapsa;s_Desulfocapsa sp016765495
s_OLB14 sp011046595	0	0	0	0	0	0	0	0	18.0868	0	0	0	0	28.4059	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12;g_OLB14;s_OLB14 sp011046595
s_Castellaniella caeni	19.9986	0	0	0	0	0	0	0	0	0	0	0	15.0755	0	11.41	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Castellaniella;s_Castellaniella caeni
s_Sphingopyxis sp017745175	0	0	0	0	0	0	0	0	0	0	0	46.4461	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis sp017745175
s_Glutamicibacter mishrai	18.3252	0	0	0	0	0	0	0	25.3953	0	0	0	0	0	2.7042	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Glutamicibacter mishrai
s_Nesterenkonia sp008711175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.4103	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Nesterenkonia;s_Nesterenkonia sp008711175
s_Ruania gallistercoris	0	29.1959	0	0	0	0	0	0	0	10.1781	0	0	4.0339	0	3.0007	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Ruania;s_Ruania gallistercoris
s_Streptomyces sp002224125	45.5035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8953	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces sp002224125
s_UBA2250 sp003966565	0	0	0	0	0	0	0	0	0	0	0	46.3779	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_UBA2250;s_UBA2250 sp003966565
s_Unclassified_g_17J80-11	0	0	0	0	0	0	0	0	0	0	0	46.3538	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_17J80-11;s_Unclassified_g_17J80-11
s_Agrobacterium nepotum	0	0	0	0	0	0	0	0	0	0	0	0.3183	0	0	46.0306	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium;s_Agrobacterium nepotum
s_UBA4971 sp002424305	10.6391	0	0	0	0	0	35.6797	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_UBA4971;f_UBA4971;g_UBA4971;s_UBA4971 sp002424305
s_BX7 sp014384765	25.9519	0	0	0	0	0	0	0	0	0	0	0	19.5633	0	0.7659	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_BX7;g_BX7;s_BX7 sp014384765
s_Clostridium beijerinckii A	13.1316	0	0	0	0	0	0	11.1347	0	0	0	0	7.9192	0	14.0682	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium beijerinckii A
s_Nonomuraea muscovyensis	8.4392	23.022	0	0	0	0	0	0	0	12.0387	0	0	0	0	2.7398	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Nonomuraea;s_Nonomuraea muscovyensis
s_Acinetobacter avistercoris	0	0	0	0	0	0	0	0	0	0	0.4547	15.3533	25.9146	0	4.4678	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter avistercoris
s_Glutamicibacter uratoxydans	0	0	0	0	0	0	0	0	0	0	0	4.0581	0	0	42.112	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Glutamicibacter uratoxydans
s_Roseicyclus sp000013565	0	0	0	0	0	0	0	0	0	0	0	43.8944	0	0	2.2501	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Roseicyclus;s_Roseicyclus sp000013565
s_JAHJUF01 sp018829095	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0926	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfatibacillaceae;g_JAHJUF01;s_JAHJUF01 sp018829095
s_CAIYBN01 sp903924465	0	0	0	0	45.9606	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042;g_CAIYBN01;s_CAIYBN01 sp903924465
s_Unclassified_g_Rodentibacter	0	0	0	0	9.0899	0	18.6117	0	0	0	6.3518	11.8777	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Rodentibacter;s_Unclassified_g_Rodentibacter
s_Rhizobium sp900469615	0	0	0	0	0	0	0	0	0	0	0	29.7775	0	0	16.1322	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium sp900469615
s_Luteimonas mephitis	9.2475	0	0	0	0	0	0	0	0	0	0	24.2744	0	0	12.3357	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas;s_Luteimonas mephitis
s_Pelomicrobium methylotrophicum	3.8406	0	0	0	0	0	0	0	0	0	0	41.9648	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_UBA6910;g_Pelomicrobium;s_Pelomicrobium methylotrophicum
s_Unclassified_g_Pelagibacterium	0	0	0	0	0	0	0	0	0	0	0	0.2132	0	0	45.5834	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Pelagibacterium;s_Unclassified_g_Pelagibacterium
s_Soonwooa buanensis	0	0	0	0	0	0	0	33.7047	0	0	0	12.0894	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Soonwooa;s_Soonwooa buanensis
s_Brachybacterium paraconglomeratum	4.667	0	0	0	0	0	0	0	22.5838	17.7535	0	0	0	0	0.6887	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium;s_Brachybacterium paraconglomeratum
s_Brevundimonas sp002484265	0	0	0	0	0	0	0	0	0	0	0	45.639	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp002484265
s_Desulfosporosinus sp001516045	0	0	0	0	0	0	0	6.0688	0	0	39.4426	0	0	0	0.0951	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_Desulfosporosinus;s_Desulfosporosinus sp001516045
s_Vagococcus A lutrae	16.5467	0	0	0	0	0	0	11.6921	0	0	0.3156	0	2.0789	0	14.8946	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Vagococcaceae;g_Vagococcus A;s_Vagococcus A lutrae
s_Giesbergeria sp016192425	0	0	0	0	0	0	0	0	0	0	0	45.4957	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Giesbergeria sp016192425
s_UBA1936 sp003660165	6.6025	0	0	0	0	0	0	0	0	0	0	38.8473	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_UBA1936;s_UBA1936 sp003660165
s_Trichococcus collinsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.3324	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Trichococcus;s_Trichococcus collinsii
s_Unclassified_g_Occultella	14.7687	0	0	0	0	0	24.7645	0	0	0	0	0	0	0	5.6663	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Occultella;s_Unclassified_g_Occultella
s_Rhodococcus sp001767395	19.3799	0	0	0	0	0	0	0	0	0	0	0.7277	0	0	24.9757	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus;s_Rhodococcus sp001767395
s_Microbacterium oryzae	29.7724	0	0	0	0	0	0	4.2075	0	2.8314	0	1.3415	0	0	6.8537	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium oryzae
s_Mycobacterium sp018500045	26.5662	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4252	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp018500045
