species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_SW10 sp002420315	0	0	19.8762	0	88.842	0	0	0	0	0	0	0	0	38.5518	0.4856	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_SW10;s_SW10 sp002420315
s_Pseudomonas E saponiphila	16.9219	0	0	0	0	0	0	0	0	0	0	119.809	0	0	10.9782	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E saponiphila
s_Unclassified_g_VGLK01	85.4839	24.6669	0	0	0	0	0	0	35.734	0	0	0	0	0	1.7919	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosynbacteraceae;g_VGLK01;s_Unclassified_g_VGLK01
s_Unclassified_g_Chlorobium	0	0	64.1764	0	0	0	0	0	0	0	0	0	0	82.9843	0	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Chlorobium;s_Unclassified_g_Chlorobium
s_Rhodococcus triatomae A	28.98	0	11.3963	0	10.1878	0	0	8.6714	19.9884	47.8321	1.0677	3.0139	13.6304	0	2.2274	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus;s_Rhodococcus triatomae A
s_Unclassified_g_JABWBP01	0	0	0	0	0	0	0	0	0	0	0	0	0	146.8823	0	d_Bacteria;p_Calditrichota;c_Calditrichia;o_RBG-13-44-9;f_J042;g_JABWBP01;s_Unclassified_g_JABWBP01
s_Sulfurimonas sp903903705	0	0	5.7896	6.3271	0	0	0	0	0	0	0	0	0	134.7544	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurimonadaceae;g_Sulfurimonas;s_Sulfurimonas sp903903705
s_Unclassified_g_Merdisoma	0	0	0	0	0	0	0	109.1314	0	0	2.6876	0	34.3082	0	0.7008	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Merdisoma;s_Unclassified_g_Merdisoma
s_Helicobacter D sp000765695	0	0	0	0	0	0	0	5.0545	0	0	0	0	0	141.7285	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter D;s_Helicobacter D sp000765695
s_Piscicoccus intestinalis	123.7651	0	0	0	0	0	0	0	0	0	0	7.9159	11.4796	0	3.4126	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Piscicoccus;s_Piscicoccus intestinalis
s_Arthrobacter K sp002009585	0	0	0	0	94.3051	0	18.2074	0	8.8108	10.5421	0	0	0	14.6152	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter K;s_Arthrobacter K sp002009585
s_Ruthenibacterium lactatiformans	32.2027	0	16.8848	0	75.4712	0	20.3996	0	0	0	0	1.4885	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruthenibacterium;s_Ruthenibacterium lactatiformans
s_Corynebacterium aurimucosum	19.7991	48.2817	0	0	0	0	0	0	0	62.4582	0	5.2985	0	0	10.5335	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium aurimucosum
s_Acidovorax sp001633105	7.8553	0	0	0	0	0	0	0	0	0	0.5578	127.3075	9.035	0	1.5028	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp001633105
s_JAFGMV01 sp016927315	0	0	145.9116	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12;g_JAFGMV01;s_JAFGMV01 sp016927315
s_UBA11098 sp003534085	0	0	117.408	0	0	0	28.3697	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Moranbacterales;f_UBA2206;g_UBA11098;s_UBA11098 sp003534085
s_Prevotella sp900770395	0	0	0	0	0	0	0	4.4911	0	0	89.2198	2.4282	49.4167	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900770395
s_J063 sp003696125	0	0	20.3406	26.675	7.2734	30.6554	34.4048	0	14.2706	0	0	0	0	11.8358	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_J063;f_J063;g_J063;s_J063 sp003696125
s_Alicycliphilus sp018240985	0	0	0	0	0	0	0	0	0	0	0	144.0427	0	0	1.278	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Alicycliphilus;s_Alicycliphilus sp018240985
s_Aeromonas enteropelogenes	0	0	29.3094	0	4.4031	27.6077	11.9014	2.3742	12.8518	0	0	0	0	56.8485	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas enteropelogenes
s_Nocardia cyriacigeorgica D	88.6611	56.2841	0	0	0	0	0	0	0	0	0	0	0	0	0.3407	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Nocardia;s_Nocardia cyriacigeorgica D
s_Liquorilactobacillus mali A	0	0	0	0	0	0	0	6.4095	0	7.8567	0	0	130.9742	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Liquorilactobacillus;s_Liquorilactobacillus mali A
s_Blautia sp900556555	0	0	0	145.1914	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia;s_Blautia sp900556555
s_CF-46 sp013698095	0	0	9.653	37.0442	8.6294	9.0926	29.1562	0	0	0	0	0	0	51.5964	0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales;f_CSP1-4;g_CF-46;s_CF-46 sp013698095
s_RGIG8367 sp017828835	0	0	19.3802	0	8.6625	0	117.0725	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_RGIG8367;s_RGIG8367 sp017828835
s_Luteimonas sp012510865	15.3658	0	0	0	0	0	0	4.8575	0	0	0	102.7037	0	0	22.1027	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas;s_Luteimonas sp012510865
s_Aeromicrobium sp002174305	18.236	0	0	0	0	0	0	0	0	0	0	55.2105	0	0	71.4983	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Aeromicrobium sp002174305
s_Zunongwangia profunda	0	0	135.5313	9.2572	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Zunongwangia;s_Zunongwangia profunda
s_Clostridium F botulinum A	2.5615	0	0	0	0	0	0	75.1117	0	0	16.6102	6.3934	43.3713	0	0.6891	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium F;s_Clostridium F botulinum A
s_FEN-1257 sp003135995	0	0	0	10.7759	0	0	0	0	0	0	0	0	0	133.8771	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_B-1AR;g_FEN-1257;s_FEN-1257 sp003135995
s_Unclassified_g_Kitasatospora	43.16	0	0	0	0	83.0641	0	7.0442	0	0	0	0.5441	0	10.6901	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Kitasatospora;s_Unclassified_g_Kitasatospora
s_UBA4427 sp002709835	50.0373	68.0675	11.244	0	0	0	0	0	13.1476	0	0	1.9824	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_UBA4427;g_UBA4427;s_UBA4427 sp002709835
s_JACRNF01 sp016219355	0	0	35.1815	0	78.6267	0	21.2525	0	0	0	1.6481	7.7535	0	0	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_SM23-39;g_JACRNF01;s_JACRNF01 sp016219355
s_Corynebacterium halotolerans	61.2506	0	0	0	0	0	0	14.6619	61.9616	0	1.8054	1.6987	0	0	3.06	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium halotolerans
s_Geodermatophilus A daqingensis	122.9858	12.5926	0	0	0	0	0	4.7484	0	0	0	0	3.7319	0	0.3049	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Geodermatophilaceae;g_Geodermatophilus A;s_Geodermatophilus A daqingensis
s_Unclassified_g_Clostridioides A	8.4461	0	0	0	0	0	0	95.5562	0	0	4.4115	0	10.3765	0	25.3685	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Clostridioides A;s_Unclassified_g_Clostridioides A
s_Terribacillus saccharophilus B	52.9044	0	0	0	0	0	0	0	0	77.6176	7.7969	2.4453	0	0	3.3885	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Terribacillus;s_Terribacillus saccharophilus B
s_Limoniibacter endophyticus	11.9313	0	0	0	0	0	0	0	0	0	0	56.2519	0	0	75.9087	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Limoniibacter;s_Limoniibacter endophyticus
s_Unclassified_f_Bdellovibrionaceae	0	0	0	0	59.7772	15.7464	0	0	68.4152	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales;f_Bdellovibrionaceae;g_Unclassified_f_Bdellovibrionaceae;s_Unclassified_f_Bdellovibrionaceae
s_Caldilinea sp903858085	0	0	0	0	0	19.4099	124.4792	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae;g_Caldilinea;s_Caldilinea sp903858085
s_Corynebacterium sp014490595	2.9499	0	0	0	0	0	0	0	0	139.5761	0	0.8181	0	0	0.4535	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp014490595
s_Robiginitomaculum A sp016765255	0	0	0	0	0	0	0	143.7769	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae;g_Robiginitomaculum A;s_Robiginitomaculum A sp016765255
s_Methylocella tundrae	0	0	0	0	9.4815	0	0	0	0	0	0	0	0	133.7163	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Methylocella;s_Methylocella tundrae
s_Phyllobacterium sp900473335	8.9652	0	0	0	0	0	0	0	0	0	0	19.1638	0	0	115.0284	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Phyllobacterium;s_Phyllobacterium sp900473335
s_JADFZC01 sp015232735	0	0	0	0	85.6932	0	38.6043	0	18.6812	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Oligoflexales;f_Oligoflexaceae;g_JADFZC01;s_JADFZC01 sp015232735
s_Unclassified_g_14-2	0	0	10.0369	0	35.8901	0	97.0096	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_14-2;s_Unclassified_g_14-2
s_Galliscardovia margollesii	28.2033	53.7123	0	0	7.9318	0	0	0	15.5622	37.2401	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae;g_Galliscardovia;s_Galliscardovia margollesii
s_Psychrilyobacter atlanticus	0	0	0	0	0	0	0	78.8893	0	0	2.2946	2.0797	58.9629	0	0.3102	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Psychrilyobacter;s_Psychrilyobacter atlanticus
s_Comamonas antarcticus	0	0	0	0	0	0	0	0	0	0	0	142.0621	0	0	0.4507	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Comamonas antarcticus
s_Comamonas sp015478895	2.9178	0	0	0	0	0	0	0	0	0	0	137.7676	0	0	1.5863	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Comamonas sp015478895
s_JAGNNG01 sp017990795	0	0	0	0	33.6804	35.4882	0	0	0	0	0	0	0	73.0758	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104;f_JAEUJZ01;g_JAGNNG01;s_JAGNNG01 sp017990795
s_Citrobacter A amalonaticus E	0	0	0	0	0	0	0	0	0	0	79.1579	6.5846	56.4	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter A;s_Citrobacter A amalonaticus E
s_Bradyrhizobium manausense	0	0	108.3378	0	0	0	0	0	12.6679	0	0	0	0	21.0132	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Bradyrhizobium;s_Bradyrhizobium manausense
s_PALSA-1003 sp017880805	0	0	26.4322	115.545	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_PALSA-1003;s_PALSA-1003 sp017880805
s_JABWBR01 sp013360405	0	0	62.0722	11.3059	18.4966	0	49.9957	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JABWBR01;s_JABWBR01 sp013360405
s_Archangium gephyra	31.621	0	0	0	88.9296	0	0	0	0	17.397	0	2.1924	0	0	1.6935	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Archangium;s_Archangium gephyra
s_Enterococcus B sp002140175	10.0534	0	0	0	0	0	0	17.7103	0	0	4.453	0.77	97.9355	0	10.7136	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B sp002140175
s_UBA1195 sp002308135	0	0	25.6271	56.0129	0	0	0	0	59.9315	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1-69;g_UBA1195;s_UBA1195 sp002308135
s_Limimorpha sp902794155	0	0	0	11.8907	0	81.99	26.2909	0	0	0	0	0	0	21.1038	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_Limimorpha;s_Limimorpha sp902794155
s_Unclassified_g_Rhabdochlamydia	0	0	0	123.0618	0	0	0	0	0	0	0	0	0	18.201	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae;g_Rhabdochlamydia;s_Unclassified_g_Rhabdochlamydia
s_Kouleothrix aurantiaca	18.5522	58.8869	0	0	26.0877	0	0	0	17.0614	20.4139	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Roseiflexaceae;g_Kouleothrix;s_Kouleothrix aurantiaca
s_Leucobacter zeae	2.3739	0	0	0	0	0	0	0	0	0	0.3661	11.5357	0	0	126.5707	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter zeae
s_Ochrobactrum anthropi	5.7364	0	0	0	0	0	0	0	0	0	0	1.2807	8.255	0	125.4364	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum;s_Ochrobactrum anthropi
s_SZUA-411 sp003245895	8.5133	0	0	0	0	0	0	0	0	0	0	131.9803	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales;f_Beggiatoaceae;g_SZUA-411;s_SZUA-411 sp003245895
s_Chania oryzae	0	0	0	0	0	0	0	13.1556	0	0	91.1428	3.8386	32.2901	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Chania;s_Chania oryzae
s_Curvibacter gracilis	0	74.3608	0	0	0	0	0	0	0	0	0	65.9716	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Curvibacter;s_Curvibacter gracilis
s_Unclassified_g_Globicatella	0	0	0	0	7.6885	0	5.7004	3.2721	33.6961	3.3006	0	0.5362	5.1433	0	80.8358	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Globicatella;s_Unclassified_g_Globicatella
s_Muriiphilus sp003694465	0	0	0	0	0	0	0	0	0	0	0	0	0	139.8879	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Muriiphilus;s_Muriiphilus sp003694465
s_Acidovorax sp003208485	4.559	0	0	0	0	0	0	0	0	0	0	129.8391	4.2703	0	1.1229	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp003208485
s_Microbacterium sp000685355	14.9281	47.3834	0	0	0	0	0	0	54.914	0	6.6002	0	14.0424	0	1.721	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium sp000685355
s_Casimicrobium sp013298455	0	0	0	0	0	139.5496	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_Casimicrobium;s_Casimicrobium sp013298455
s_Duncaniella sp001689575	139.5449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_Duncaniella;s_Duncaniella sp001689575
s_Actinomyces israelii	0	46.097	22.8441	0	0	0	55.1989	0	13.3558	0	0	2.0138	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces israelii
s_Glutamicibacter protophormiae	49.2826	39.1072	0	0	0	0	0	0	16.9959	20.3355	0	0	11.5897	0	2.1306	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Glutamicibacter protophormiae
s_Unclassified_g_Propionibacterium	12.5372	30.5203	0	0	0	0	0	0	33.4652	29.4607	1.4797	0	24.3862	0	7.5287	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionibacterium;s_Unclassified_g_Propionibacterium
s_Arachnia defluvii	38.2537	0	0	0	0	0	0	0	0	0	0.5854	15.608	5.7034	0	79.1286	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia defluvii
s_Winkia sp002849225	5.9991	0	0	0	0	0	16.2176	0	0	9.9289	0	3.5392	77.0945	0	26.4424	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Winkia;s_Winkia sp002849225
s_Clostridium AG cavendishii	0	0	0	0	0	0	0	120.1125	0	0	8.8056	0	9.3279	0	0.9165	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AG;s_Clostridium AG cavendishii
s_MGBC108787 sp910579535	0	0	10.5398	57.5916	0	19.8556	0	0	0	0	0	0	0	51.1073	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_MGBC108787;s_MGBC108787 sp910579535
s_Pseudomonas E putida H	11.1638	0	0	0	0	0	0	0	0	0	0	6.0934	27.8569	0	93.9414	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E putida H
s_Unclassified_g_Curtobacterium	25.2719	0	0	0	0	0	0	0	23.2411	13.9039	0	0	2.0937	0	74.3121	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Curtobacterium;s_Unclassified_g_Curtobacterium
s_Clostridium J sp002341865	0	0	0	0	0	0	0	0	0	0	1.3967	137.2513	0	0	0.1214	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium J;s_Clostridium J sp002341865
s_Georgenia ruanii	46.4175	7.3555	0	0	0	0	0	4.1604	0	0	1.0268	6.2647	4.3645	0	68.8962	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Georgenia;s_Georgenia ruanii
s_Archangium violaceum A	0	0	23.8139	26.0249	21.2886	67.2937	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Archangium;s_Archangium violaceum A
s_Unclassified_g_Campylobacter B	15.2472	0	4.7967	0	100.7692	0	2.8976	0	0	0	0	0.6343	0	13.9556	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter B;s_Unclassified_g_Campylobacter B
s_Unclassified_o_UBA2200	0	0	27.7392	60.6294	0	0	33.5136	0	16.2177	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_Unclassified_o_UBA2200;g_Unclassified_o_UBA2200;s_Unclassified_o_UBA2200
s_Clostridioides difficile	18.8242	0	0	0	0	0	0	33.7955	0	0	39.0561	0	0	22.4591	23.9187	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile
s_AN110305 sp008386585	0	0	0	0	0	0	137.9973	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_AN110305;s_AN110305 sp008386585
s_Unclassified_c_UBA9042	10.5693	66.522	11.0835	0	0	0	13.2189	0	9.6368	23.1602	0	0.4885	3.3141	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_Unclassified_c_UBA9042;f_Unclassified_c_UBA9042;g_Unclassified_c_UBA9042;s_Unclassified_c_UBA9042
s_Arachnia sp012514785	28.0228	0	0	0	0	0	0	0	0	0	0	12.4713	2.31	0	95.0143	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia sp012514785
s_Alicycliphilus sp018054745	0	0	0	0	0	0	0	0	0	0	0	137.0291	0	0	0.7096	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Alicycliphilus;s_Alicycliphilus sp018054745
s_Unclassified_g_Spiroplasma A	0	0	0	0	20.7026	0	0	0	0	0	0	0	110.7935	0	6.2236	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales;f_Mycoplasmataceae;g_Spiroplasma A;s_Unclassified_g_Spiroplasma A
s_Unclassified_g_Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	131.1884	0	6.4699	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptostreptococcus;s_Unclassified_g_Peptostreptococcus
s_Unclassified_g_Clostridium I	15.8105	0	0	0	0	0	0	23.9822	0	0	2.4917	0.3907	74.219	0	20.6447	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium I;s_Unclassified_g_Clostridium I
s_Arthrobacter F sp012952295	0	0	0	0	34.3207	18.0815	69.5758	0	11.2229	0	0	0	0	0	4.2208	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter F;s_Arthrobacter F sp012952295
s_Clostridium AK peptidivorans	0	0	0	0	6.0498	0	24.5287	36.9844	0	0	15.8516	0	33.3605	19.6893	0.6714	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AK;s_Clostridium AK peptidivorans
s_Pusillimonas B sp013416395	28.0834	0	0	0	0	0	0	2.4009	0	0	0	105.1435	0	0	1.2334	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pusillimonas B;s_Pusillimonas B sp013416395
s_Borrelia turcica	0	0	0	136.7919	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Borreliales;f_Borreliaceae;g_Borrelia;s_Borrelia turcica
s_Microbacterium murale	11.671	0	0	0	0	0	0	13.9688	0	38.5266	0	0	0	0	72.5807	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium murale
s_Propionicimonas sp009778535	122.0355	0	0	0	0	0	0	14.6062	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionicimonas;s_Propionicimonas sp009778535
s_Klebsiella electrica	0	0	0	0	0	0	0	0	0	0	136.5841	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella electrica
s_JAAZAV01 sp012514145	29.4453	0	23.1585	0	0	0	83.9378	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_JAAZAV01;s_JAAZAV01 sp012514145
s_Chlorobium sp013334225	0	0	0	0	0	0	0	106.9439	0	0	1.0535	0	6.7241	21.8088	0	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Chlorobium;s_Chlorobium sp013334225
s_PALSA-967 sp003151745	0	0	65.1425	0	29.1173	0	39.3515	0	0	0	0	2.8713	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767-A;f_2013-40CM-41-45;g_PALSA-967;s_PALSA-967 sp003151745
s_Pseudactinotalea terrae	81.8925	0	0	0	0	0	0	0	0	0	0	4.4804	0	0	50.0032	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Pseudactinotalea;s_Pseudactinotalea terrae
s_Bdellovibrio sp006874625	0	0	70.314	0	25.143	0	0	0	0	0	0	0	0	40.9143	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales;f_Bdellovibrionaceae;g_Bdellovibrio;s_Bdellovibrio sp006874625
