genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Unclassified_o_CSP1-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	43	d_Bacteria;p_CSP1-3;c_CSP1-3;o_CSP1-3;f_Unclassified_o_CSP1-3;g_Unclassified_o_CSP1-3
g_Granulicoccus	0	0	0	1	0	0	0	0	0	0	2	9	0	3	30	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Granulicoccus
g_Competibacter A	2	0	0	0	0	0	0	0	0	0	0	0	1	0	42	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_Competibacter A
g_DUUS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_DUUS01
g_Unclassified_f_Arcobacteraceae	0	0	0	0	38	0	0	0	0	0	0	5	0	2	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_Unclassified_f_Arcobacteraceae
g_Halobacillus	0	0	0	0	0	0	0	2	0	0	30	4	3	0	6	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus
g_Marivivens	0	0	0	0	0	0	0	0	0	0	0	43	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Marivivens
g_Fluviicola	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Crocinitomicaceae;g_Fluviicola
g_SXOX01	0	0	0	2	0	0	0	0	0	0	0	0	0	1	42	d_Bacteria;p_Myxococcota;c_UBA9042;o_GCA-2863065;f_GCA-2863065;g_SXOX01
g_Acidihalobacter A	0	0	6	2	2	14	11	0	3	0	0	0	0	7	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Ectothiorhodospirales;f_Acidihalobacteraceae;g_Acidihalobacter A
g_Alkanindiges	1	0	0	0	0	0	0	0	0	0	0	0	0	0	44	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Alkanindiges
g_Caldilinea	7	6	1	0	2	1	7	0	6	12	0	0	0	2	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae;g_Caldilinea
g_Clostridium D	0	0	2	0	0	0	3	5	0	0	26	4	0	0	4	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium D
g_JAFGBM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Demequinaceae;g_JAFGBM01
g_NK4A136	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_NK4A136
g_WLRQ01	27	4	0	0	0	0	0	3	0	0	0	0	0	0	10	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_CAIYMF01;g_WLRQ01
g_DTU059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Acetivibrionales;f_DSM-8532;g_DTU059
g_D37C17	0	1	14	12	3	1	9	1	0	0	0	2	0	1	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_SCGC-AAA003-L08;f_D37C17;g_D37C17
g_Dictyobacter	5	0	12	0	25	0	0	0	0	0	0	0	0	2	0	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Dictyobacter
g_JACPHY01	0	0	4	13	0	19	0	0	8	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACPHY01;f_JACPHY01;g_JACPHY01
g_Aquirickettsiella	0	0	8	13	4	4	4	0	1	0	0	0	0	10	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Diplorickettsiales;f_Diplorickettsiaceae;g_Aquirickettsiella
g_QPIN01	0	0	11	4	2	14	7	0	0	0	1	0	0	5	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_QPIN01
g_Ardenticatena	0	0	10	16	3	10	0	0	1	0	0	0	0	4	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Ardenticatenales;f_Ardenticatenaceae;g_Ardenticatena
g_Hyalangium	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Hyalangium
g_Thalassobius	7	0	0	0	0	0	0	0	0	0	0	24	4	0	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Thalassobius
g_Methylomicrobium	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_Methylomicrobium
g_Lacisediminimonas	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lacisediminimonas
g_GWA2-32-17	0	0	8	15	2	8	2	0	2	0	0	0	0	5	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GWA2-32-17;g_GWA2-32-17
g_W3P20-009	0	0	0	0	0	0	0	30	0	0	3	3	5	0	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_W3P20-009;g_W3P20-009
g_C-19	0	0	0	0	0	0	2	7	0	0	30	0	1	0	3	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_C-19
g_YIM-78166	0	0	0	0	0	0	0	40	0	0	0	3	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Aneurinibacillales;f_RAOX-1;g_YIM-78166
g_Quadrisphaera	2	1	0	0	0	0	0	0	0	0	0	4	1	4	31	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Quadrisphaeraceae;g_Quadrisphaera
g_PWLA01	0	0	21	0	0	13	4	0	5	0	0	0	0	0	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960;g_PWLA01
g_QNEE01	0	0	8	14	0	12	3	0	3	0	0	0	0	3	0	d_Bacteria;p_UBP14;c_UBA6098;o_UBA6098;f_UBA6098;g_QNEE01
g_JACNJU01	0	0	7	9	1	12	4	0	5	0	0	0	0	5	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_2-02-FULL-58-16 A;g_JACNJU01
g_Unclassified_c_Acidobacteriae	0	0	1	6	0	0	1	0	0	0	0	33	0	0	2	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Unclassified_c_Acidobacteriae;f_Unclassified_c_Acidobacteriae;g_Unclassified_c_Acidobacteriae
g_REDSEA-S09-B13	1	0	0	13	0	6	1	0	9	7	0	0	0	6	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868;g_REDSEA-S09-B13
g_Afipia	1	0	0	0	0	0	0	0	0	0	0	42	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Afipia
g_Pseudophaeobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudophaeobacter
g_Desulfobacterium B	0	0	0	0	7	0	0	0	0	0	0	17	2	2	14	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfobacterium B
g_Emticicia	16	1	0	0	0	0	0	16	3	0	0	0	3	0	3	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Spirosomaceae;g_Emticicia
g_Unclassified_f_Ruminococcaceae	0	0	0	0	0	0	0	33	0	0	3	0	2	0	4	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Unclassified_f_Ruminococcaceae
g_Clostridium AI	0	0	0	0	0	0	0	19	0	0	15	4	4	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium AI
g_RUG762	0	0	0	0	0	0	0	0	0	0	0	0	1	0	41	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_RUG762
g_Azoarcus D	0	0	0	0	0	0	0	0	0	0	0	15	1	0	26	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Azoarcus D
g_Unclassified_f_Izemoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	d_Bacteria;p_Firmicutes;c_Bacilli;o_Izemoplasmatales;f_Izemoplasmataceae;g_Unclassified_f_Izemoplasmataceae
g_Allobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Alkalibacillaceae;g_Allobacillus
g_Timonella	3	1	0	0	0	0	1	0	0	1	0	0	0	0	36	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Timonella
g_Micavibrio A	2	0	4	8	1	8	2	0	9	0	0	0	0	8	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_Micavibrio A
g_JAAURS01	0	0	11	7	7	7	4	0	0	0	0	0	0	6	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Thermosynechococcales;f_Thermosynechococcaceae;g_JAAURS01
g_UBA9042	0	0	2	8	7	19	3	0	2	0	0	0	0	1	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042;g_UBA9042
g_JAABRU01	1	0	1	14	2	15	4	0	5	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfococcaceae;g_JAABRU01
g_JACIYD01	0	0	11	10	0	11	1	0	1	0	0	0	0	8	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Moorellales;f_SLTJ01;g_JACIYD01
g_Okeania	1	3	4	15	1	1	3	1	4	1	0	0	0	3	5	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Okeania
g_VGZZ01	1	0	11	12	1	7	6	0	1	0	0	0	0	3	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495;f_GCA-2712585;g_VGZZ01
g_JAFGHD01	0	0	2	15	1	6	3	0	0	0	1	0	0	12	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAADJA01;g_JAFGHD01
g_JABJBS01	3	1	2	7	7	9	1	0	0	2	0	0	0	10	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9;f_JABJBS01;g_JABJBS01
g_CAIOYC01	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_CAIOYC01
g_RGIG665	0	0	0	0	0	0	0	0	0	0	0	39	0	0	3	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Neiellaceae;g_RGIG665
g_Kaustia	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Im1;g_Kaustia
g_Rarobacter	4	0	0	0	0	0	0	0	2	0	0	0	3	0	32	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Rarobacter
g_GCA-002748415	4	2	0	0	0	0	0	0	5	1	0	2	1	0	26	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_GCA-002748415;g_GCA-002748415
g_Unclassified_f_Cyanobiaceae	27	0	0	0	0	0	0	0	2	4	0	0	0	0	8	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae;g_Unclassified_f_Cyanobiaceae
g_IDS-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960;g_IDS-52
g_UBA10438	0	0	0	0	0	0	0	0	0	0	0	0	7	0	34	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_Kapabacteriaceae;g_UBA10438
g_JAEUOS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_JAEUOS01;g_JAEUOS01
g_SCMQ01	0	0	0	0	0	0	0	0	0	0	0	40	1	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_SCMQ01
g_JAEUWC01	6	1	5	7	3	7	7	0	0	2	0	3	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA1018;g_JAEUWC01
g_Altericroceibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Altericroceibacterium
g_MED-G138	0	0	0	3	2	16	0	0	2	0	0	0	0	18	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Sandaracinaceae;g_MED-G138
g_DULU01	2	0	13	5	1	6	2	0	10	0	0	0	0	1	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU080;f_DTU080;g_DULU01
g_UBA7173	21	0	2	0	0	0	2	2	0	5	5	0	2	0	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_UBA7173
g_PALSA-1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_PALSA-1005
g_Albibacterium	0	0	5	3	1	7	5	0	2	0	0	0	0	17	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Albibacterium
g_UBA2383	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_UBA2383
g_PBB1	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_PBB1
g_Bog-756	0	0	6	3	1	17	2	0	4	0	0	0	0	7	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_RAAP-2;g_Bog-756
g_Methylicorpusculum	0	0	0	0	0	0	0	0	0	0	0	2	1	0	36	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_Methylicorpusculum
g_SURF-55	0	0	9	14	4	7	1	0	0	0	0	0	0	4	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Ammonifexales;f_Ammonificaceae;g_SURF-55
g_UBA6935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA6935;g_UBA6935
g_CAIYPH01	0	0	1	14	0	7	0	0	3	0	0	0	0	14	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_CAIYPH01
g_JADFXB01	0	0	2	10	2	6	6	1	2	0	0	0	0	10	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFXB01;g_JADFXB01
g_GCA-012562765	0	0	6	12	1	6	10	0	0	0	0	0	0	4	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales A;f_Enterobacteriaceae A;g_GCA-012562765
g_SFMI01	0	0	0	0	0	0	0	0	0	2	35	1	1	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_SFMI01
g_WRFZ01	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae;g_WRFZ01
g_Soonwooa	0	0	0	0	0	0	0	5	0	0	0	34	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Soonwooa
g_JAHJDS01	0	0	5	9	2	5	7	0	2	0	0	0	0	9	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_JAHJDS01;g_JAHJDS01
g_OLB11	1	0	6	1	2	15	5	0	7	0	0	0	0	2	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_OLB11
g_Oryzihumus	1	2	0	0	0	0	0	1	0	7	0	2	0	0	26	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Oryzihumus
g_UBA4720	0	0	7	7	1	7	8	0	4	0	0	0	0	4	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_UBA4720
g_DUPH01	0	0	2	0	0	19	15	0	1	0	0	0	0	1	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067;g_DUPH01
g_Wenxinia	2	0	1	0	3	0	4	2	1	2	0	21	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Wenxinia
g_Desulfarculus	2	0	4	11	1	5	6	0	2	0	0	0	0	7	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_Desulfarculaceae;g_Desulfarculus
g_Anaerobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Anaerobacillaceae;g_Anaerobacillus
g_Sphaerochaeta	0	0	0	0	0	0	0	0	0	0	0	0	0	3	35	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales;f_Sphaerochaetaceae;g_Sphaerochaeta
g_Elizabethkingia	0	0	0	0	0	0	0	7	0	0	2	24	2	0	3	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Elizabethkingia
g_Mucilaginibacter	0	1	4	1	1	6	1	0	8	0	0	1	0	3	12	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter
g_Glaciihabitans	23	1	0	0	0	0	0	3	0	0	0	7	0	0	4	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Glaciihabitans
g_SYFY01	0	0	0	0	0	0	0	0	0	0	0	3	0	0	35	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_HTCC2089;g_SYFY01
g_Amazonocrinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Amazonocrinis
g_UBA9554	0	0	11	16	2	2	5	0	2	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_UBA9554
g_JAGXTH01	0	0	17	1	4	7	3	0	6	0	0	0	0	0	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae;g_JAGXTH01
g_Unclassified_f_GBS-DC	0	0	10	0	0	6	3	0	18	0	0	0	0	1	0	d_Bacteria;p_Armatimonadota;c_Fimbriimonadia;o_Fimbriimonadales;f_GBS-DC;g_Unclassified_f_GBS-DC
g_VTOM01	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_VTOM01
g_UBA2227	0	0	0	0	0	0	0	0	0	2	0	0	0	0	36	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_UBA2227
g_Denitrobaculum	0	0	10	10	0	10	7	0	0	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Kiloniellales;f_Kiloniellaceae;g_Denitrobaculum
g_JAGNNG01	0	0	0	1	4	6	11	0	5	0	0	0	0	11	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104;f_JAEUJZ01;g_JAGNNG01
g_JABFXX01	1	0	10	1	2	7	9	0	3	0	0	0	0	4	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae;g_JABFXX01
g_LB3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Herpetosiphonaceae;g_LB3-1
g_Bact-08	0	0	0	4	0	0	5	0	22	0	0	0	0	0	6	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Bact-08
g_Morganella	0	0	0	0	0	0	0	0	0	0	2	0	4	0	31	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Morganella
g_Sporosalibacterium	0	0	0	0	0	0	0	31	0	0	1	0	4	1	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_VENL01;g_Sporosalibacterium
g_Marmoricola	0	0	0	0	0	0	0	0	1	0	0	4	3	0	29	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Marmoricola
g_Unclassified_f_S36-B12	12	2	0	0	0	0	0	1	17	0	1	0	2	0	2	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_S36-B12;g_Unclassified_f_S36-B12
g_Arachidicoccus	1	0	0	0	0	0	0	0	0	0	0	2	0	0	34	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Arachidicoccus
g_Geodermatophilus A	31	1	0	0	0	0	0	2	0	0	0	0	1	0	2	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Geodermatophilaceae;g_Geodermatophilus A
g_Rudaeicoccus	19	0	0	0	0	0	0	10	0	0	0	0	0	0	8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Rudaeicoccus
g_Flammeovirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Flammeovirgaceae;g_Flammeovirga
g_Alloiococcus	2	0	0	0	0	0	0	1	0	0	7	1	1	0	25	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Alloiococcus
g_JAABTR01	0	0	18	1	0	4	1	0	2	0	0	0	0	11	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01;f_JAAYKL01;g_JAABTR01
g_CAIMNF01	0	0	5	15	1	0	4	0	2	0	0	0	0	10	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_CAIMNF01;g_CAIMNF01
g_JAFGSB01	0	0	14	2	0	11	0	0	1	0	0	0	0	8	1	d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214;f_Zgenome-0027;g_JAFGSB01
g_JAFGJF01	0	0	0	0	0	0	0	5	0	0	27	3	2	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAFGEY01;f_JAFGEY01;g_JAFGJF01
g_M50B92	0	0	0	0	0	0	0	12	0	0	25	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Moranbacterales;f_GCA-2747515;g_M50B92
g_Moraxella A	0	0	0	0	0	0	0	0	0	0	0	14	1	0	22	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Moraxella A
g_JAGOCV01	0	0	0	0	0	0	0	0	1	0	0	36	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JAGOCV01
g_SZAS-15	1	0	4	3	0	20	4	0	3	0	0	0	0	2	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae;g_SZAS-15
g_J063	0	0	5	6	2	8	7	0	6	0	0	0	0	3	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_J063;f_J063;g_J063
g_Thermoflexibacter	3	0	5	2	10	0	9	1	0	2	1	1	1	1	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Bernardetiaceae;g_Thermoflexibacter
g_Unclassified_f_DSM-18226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226;g_Unclassified_f_DSM-18226
g_Lumbricidophila	0	0	0	0	0	0	0	0	0	1	0	1	0	0	34	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Lumbricidophila
g_Nanopelagicus	0	0	3	1	1	1	2	0	13	0	0	0	0	15	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_Nanopelagicaceae;g_Nanopelagicus
g_JAAXHV01	0	0	4	5	1	10	9	0	7	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA4486;f_UBA4486;g_JAAXHV01
g_Dolichospermum	29	2	0	0	0	0	0	1	0	2	0	0	0	0	2	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Dolichospermum
g_Aestuariivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aestuariivirgaceae;g_Aestuariivirga
g_Magnetomorum	13	15	0	0	0	0	0	0	2	5	0	0	1	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Magnetomoraceae;g_Magnetomorum
g_Ralstonia	0	0	1	2	0	1	2	0	0	0	0	0	0	7	23	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia
g_Alysiella	2	0	0	0	0	0	0	3	0	0	1	5	1	0	24	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Neisseriaceae;g_Alysiella
g_Geomicrobium	0	0	10	3	2	8	4	0	2	0	0	0	0	7	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Marinococcaceae;g_Geomicrobium
