KEGG_KO	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K07091	32.5036	0.0000	0.0000	0.0000	456.1894	0.0000	35.9145	140.4429	5.1328	0.0000	618.8412	299.9511	154.0101	163.0955	151.3480	lptF; lipopolysaccharide export system permease protein
K07102	4.9737	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9299	295.5647	32.5883	0.0000	140.6558	amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]
K07104	7.2861	0.0000	0.0000	0.0000	5.5995	0.0000	6.6083	0.0000	0.0000	4.4311	0.0000	72.3953	7.4916	0.0000	270.9346	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]
K07106	101.5927	11.0015	0.0000	0.0000	0.0000	0.0000	6.8303	104.0040	0.0000	0.0000	306.7190	20.9200	124.5396	0.0000	82.1593	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
K07119	193.5383	87.6867	0.0000	0.0000	4.3396	0.0000	5.8649	20.5920	56.8198	91.3111	205.6286	332.9400	122.8968	0.0000	369.4000	K07119; uncharacterized protein
K07122	10.3200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0738	0.0000	174.8458	177.7042	9.7078	0.0000	59.6225	mlaB; phospholipid transport system transporter-binding protein
K07127	18.3402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.4702	365.7407	25.5862	0.0000	142.1845	uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]
K07130	21.0117	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	58.8477	9.4219	0.0000	22.5553	kynB; arylformamidase [EC:3.5.1.9]
K07141	5.6706	0.0000	0.0000	0.0000	0.0000	0.0000	13.9576	6.7158	24.7772	0.0000	251.1172	202.5391	5.2234	0.0000	161.1536	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
K07145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.5693	isdG, isdI; heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]
K07160	139.1915	26.5644	0.0000	0.0000	5.8842	0.0000	46.9793	12.9613	42.2128	188.5273	315.2524	102.5796	120.7138	0.0000	157.1553	K07160; UPF0271 protein
K07165	22.6629	0.0000	0.0000	0.0000	4.3271	0.0000	0.0000	5.9899	6.1556	3.4658	0.4886	86.0534	36.2899	0.0000	927.0366	fecR; transmembrane sensor
K07173	170.0399	151.5375	0.0000	0.0000	10.0516	0.0000	48.5057	74.6917	139.4356	179.3773	365.4908	36.4775	395.5388	0.0000	196.9341	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]
K07178	16.3890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.3627	0.0000	135.7669	0.0000	0.0000	0.9718	RIOK1; RIO kinase 1 [EC:2.7.11.1]
K07181	5.1978	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	180.7289	0.0000	0.0000	3.2236	cdgJ; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K07190	0.0000	0.0000	64.8635	23.6286	43.0819	142.5608	143.6708	0.0000	18.9612	0.0000	0.0000	0.0000	0.0000	73.3887	0.0000	PHKA_B; phosphorylase kinase alpha/beta subunit
K07192	39.7361	0.0000	0.0000	0.0000	0.0000	3.0270	0.0000	2.5223	0.0000	6.9565	0.2988	6.9174	1.9329	0.0000	160.5767	FLOT; flotillin
K07209	0.0000	0.0000	0.0000	56.0129	0.0000	45.9531	123.8473	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	49.7064	0.0000	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]
K07213	27.5496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6017	0.0000	0.0000	119.3314	ATOX1, ATX1, copZ, golB; copper chaperone
K07215	5.4124	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.7898	0.0000	0.0000	30.1711	pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
K07226	99.7042	0.0000	17.9238	6.5293	357.8494	0.0000	7.2183	100.7177	3.4930	7.2369	74.9957	100.3555	38.9321	121.6776	215.8710	hugZ, hutZ; heme iron utilization protein
K07232	40.7663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1224	11.3229	232.0938	284.1582	56.4978	0.0000	147.2819	CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
K07235	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0513	0.0000	0.0000	0.0000	252.6495	5.8377	39.1078	0.0000	5.3489	tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
K07236	0.0000	0.0000	14.0628	0.0000	0.0000	0.0000	33.9804	0.0000	0.0000	0.0000	260.8815	11.1573	42.0491	0.0000	4.5812	tusC, dsrF; tRNA 2-thiouridine synthesizing protein C
K07237	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.1970	0.0000	20.5688	0.0000	143.0596	25.6688	94.6763	0.0000	5.0515	tusB, dsrH; tRNA 2-thiouridine synthesizing protein B
K07246	46.9412	0.0000	0.0000	0.0000	0.0000	0.0000	5.5601	24.6866	0.0000	3.2549	257.2141	186.7312	100.1752	0.0000	24.8260	ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]
K07248	0.0000	0.0000	0.0000	0.0000	287.2020	0.0000	8.5307	4.0043	0.0000	0.0000	74.6170	4.0284	62.9421	10.2715	0.0000	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
K07250	275.5148	198.3599	3.7424	0.0000	10.1121	3.5809	18.2386	50.5566	79.4909	344.7259	497.8982	54.5194	441.4519	3.6294	332.7868	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
K07251	0.0000	0.0000	0.0000	0.0000	5.4772	0.0000	0.0000	0.0000	3.5821	0.0000	182.5460	2.7006	29.3119	0.0000	0.3945	thiK; thiamine kinase [EC:2.7.1.89]
K07258	135.0759	4.0587	8.3585	0.0000	0.0000	0.0000	29.9949	502.4896	19.3953	167.2064	716.2585	255.7559	441.9614	12.1591	364.4311	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
K07259	293.2442	93.2070	0.0000	0.0000	3.0108	0.0000	21.3904	105.7855	167.2376	267.6978	331.0351	208.7960	92.8370	10.3861	102.5543	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
K07260	75.8921	9.3893	14.0432	0.0000	6.2770	0.0000	40.0999	439.7858	0.0000	0.0000	93.8706	27.1159	247.2733	6.8096	153.2022	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
K07264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1627	0.0000	0.0000	179.8134	3.5022	43.8614	0.0000	4.4717	arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]
K07271	7.6783	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.1362	0.0000	0.0000	48.4827	4.3289	3.6640	0.0000	16.1033	licD; lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]
K07299	14.1389	0.0000	222.4027	267.3568	0.0000	125.6940	26.8700	0.0000	13.0028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	SLC2A1, GLUT1; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 1
K07306	29.7299	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1887	0.0000	0.0000	7.5285	6.0796	0.0000	92.0320	dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
K07307	36.4554	0.0000	0.0000	0.0000	7.3147	0.0000	0.0000	0.0000	0.0000	0.0000	275.2174	22.5209	73.3985	0.0000	51.8665	dmsB; anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)
K07308	3.3573	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2256	0.0000	0.0000	207.1827	5.6516	34.9840	0.0000	71.5828	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)
K07310	1.3395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6033	1.2319	0.0000	96.9320	4.2722	88.2048	0.0000	0.0000	ynfF; Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]
K07323	16.1284	0.0000	0.0000	0.0000	0.0000	0.0000	18.9425	0.0000	0.0000	5.8958	259.7624	267.0420	19.2710	0.0000	40.1036	mlaC; phospholipid transport system substrate-binding protein
K07335	399.5273	27.1906	51.9009	0.0000	21.5778	0.0000	11.6117	461.1727	8.0356	12.6453	59.3387	61.0800	295.8403	48.3172	448.6950	bmpA, bmpB, tmpC; basic membrane protein A and related proteins
K07344	23.7262	7.4853	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.4678	151.0394	9.5167	0.0000	186.2651	trbL; type IV secretion system protein TrbL
K07369	0.0000	0.0000	142.7150	107.2261	63.7905	33.6072	86.2117	0.0000	10.4298	0.0000	0.0000	0.0000	0.0000	8.6503	0.0000	-
K07375	0.0000	0.0000	0.0000	0.0000	23.3843	86.2382	0.0000	0.0000	45.8802	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	TUBB; tubulin beta
K07377	34.3652	11.5635	518.8686	805.3754	207.4975	777.6133	353.9664	0.0000	102.5668	8.0173	0.0000	0.0000	4.7322	689.8812	0.0000	NRXN; neurexin
K07378	14.7893	0.0000	200.5387	386.2357	102.5256	362.9570	325.1658	0.0000	148.3500	0.0000	0.0000	0.0000	0.0000	64.1495	0.0000	NLGN; neuroligin
K07379	16.2371	85.8974	17.0271	0.0000	7.6108	0.0000	10.2858	0.0000	4.9774	131.0206	0.0000	0.0000	0.0000	8.2565	0.0000	-
K07380	0.0000	0.0000	11.1693	48.8254	0.0000	21.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K07404	12.6453	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.4928	2.8881	71.1355	226.1974	28.8126	114.1949	0.0000	58.7534	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
K07406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48.8791	0.0000	0.0000	483.2168	18.4248	265.3545	0.0000	34.8344	melA; alpha-galactosidase [EC:3.2.1.22]
K07407	32.5331	9.2697	4.6000	0.0000	4.0899	4.3270	77.6551	314.3614	4.0980	8.3852	61.9359	141.5320	35.8085	6.6917	67.8282	E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]
K07408	0.0000	42.0968	5.8297	31.8549	37.2990	43.9300	92.6686	0.0000	37.4918	0.0000	1.9546	0.0000	0.0000	11.3073	0.0000	CYP1A1; cytochrome P450 family 1 subfamily A polypeptide 1 [EC:1.14.14.1]
K07419	0.0000	0.0000	149.8084	163.7173	20.0883	70.5552	99.5464	0.0000	30.6549	0.0000	0.0000	0.0000	0.0000	50.8494	0.0000	CYP2R1; vitamin D 25-hydroxylase [EC:1.14.14.24]
K07423	98.9724	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K07425	10.2052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7076	0.0000	0.0000	32.3547	-
K07436	0.0000	0.0000	163.7886	0.0000	0.0000	0.0000	0.0000	0.0000	5.6329	0.0000	0.0000	0.0000	0.0000	18.6873	0.0000	-
K07437	0.0000	35.8712	35.5531	0.0000	0.0000	142.3779	207.5213	0.0000	0.0000	0.0000	0.0000	1.6922	0.0000	117.2713	0.0000	CYP26A; cytochrome P450 family 26 subfamily A
K07456	29.2052	0.0000	38.6718	4.8225	277.0365	4.0096	28.3776	661.5050	1.3356	0.0000	233.5441	104.2112	498.2527	184.7172	34.5139	mutS2; DNA mismatch repair protein MutS2
K07462	61.0752	15.8518	61.6992	0.0000	502.6592	2.4665	34.5223	566.8867	4.2579	321.5094	196.1388	410.1877	537.1530	227.8505	218.3635	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
K07509	74.6403	142.1502	0.0000	46.7565	41.9830	0.0000	56.7393	0.0000	27.4570	0.0000	0.0000	2.0700	0.0000	124.4765	0.0000	HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]
K07512	0.0000	0.0000	33.7695	55.3572	15.0942	127.2354	0.0000	0.0000	88.8449	0.0000	0.0000	0.0000	0.0000	49.1245	0.0000	MECR, NRBF1; mitochondrial trans-2-enoyl-CoA reductase [EC:1.3.1.38]
K07514	23.5995	454.0217	113.5587	211.6214	178.3969	91.1999	162.5239	7.0614	83.9261	0.0000	0.0000	2.8621	9.7078	250.7667	0.0000	-
K07516	21.7169	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6195	8.5962	30.8516	0.1994	252.4666	2.8767	0.0000	113.2618	fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
K07518	10.2702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2155	172.0080	0.0000	0.0000	1.1277	E3.1.1.22; hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]
K07521	0.0000	0.0000	0.0000	0.0000	18.7269	0.0000	164.5088	0.0000	6.1237	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	UNC5; netrin receptor unc-5
K07528	0.0000	0.0000	0.0000	206.8977	0.0000	51.8199	0.0000	0.0000	64.5668	0.0000	0.0000	0.0000	0.0000	45.9007	0.0000	-
K07529	0.0000	0.0000	121.2671	255.7027	19.2050	28.1537	15.4222	0.0000	7.4630	0.0000	0.0000	0.0000	0.0000	24.7589	0.0000	-
K07589	43.9662	0.0000	0.0000	0.0000	0.0000	0.0000	16.7109	4.7898	0.0000	0.0000	100.4735	9.6757	8.2716	0.0000	0.6814	folX; D-erythro-7,8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]
K07590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.5208	337.5311	0.0000	0.0000	215.7253	11.1728	265.2786	0.0000	5.6515	RP-L7A, rplGB; large subunit ribosomal protein L7A
K07603	82.3560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.8978	0.0000	7.7674	0.0000	0.0000	0.0000	0.0000	0.4521	-
K07604	62.1635	63.4072	730.6104	1088.9979	237.5187	1497.1979	1128.5499	0.0000	356.9285	0.0000	0.8825	0.9233	0.0000	845.9236	0.6891	KRT1; type I keratin, acidic
K07636	44.2575	0.0000	14.7188	0.0000	18.4211	2.7728	3.5565	311.6260	4.3758	0.0000	470.1088	324.2669	424.2169	25.6937	188.3147	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
K07637	6.7759	6.9777	0.0000	0.0000	0.0000	0.0000	0.0000	5.2983	0.0000	0.0000	185.9651	27.8105	62.0368	0.0000	22.6315	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]
K07638	32.3065	0.0000	3.3747	0.0000	6.8205	0.0000	0.0000	1.4206	4.3663	5.2655	396.0429	198.3843	151.8846	0.0000	117.7934	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
K07639	1.9972	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	180.6973	0.0000	45.8929	0.0000	30.4927	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
K07640	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	26.0014	2.7650	0.0000	5.1444	342.6178	11.8184	28.5860	0.0000	1.7966	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
K07641	8.9458	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1455	7.4402	335.8255	16.8313	59.3125	0.0000	27.0471	creC; two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
K07642	0.0000	0.0000	3.5984	0.0000	0.0000	0.0000	0.0000	5.4760	2.0300	0.0000	313.8806	64.7215	64.5572	0.0000	17.5087	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
K07643	0.0000	0.0000	0.0000	0.0000	4.1029	0.0000	0.0000	1.7461	0.0000	0.0000	379.6999	3.2367	71.3611	0.0000	0.7849	basS; two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]
K07644	4.5071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3238	2.0469	0.0000	312.2800	146.6467	90.5868	0.0000	35.7347	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
K07645	14.5778	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.2714	4.4553	10.6614	422.5203	121.8599	194.7505	0.0000	154.5847	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
K07646	164.9038	48.3698	9.3422	0.0000	0.0000	0.0000	2.3379	297.2112	38.3051	115.9856	201.7348	58.4821	206.5735	12.6201	99.2740	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
K07647	1.1722	0.0000	0.0000	0.0000	0.0000	0.0000	2.2277	0.0000	1.0985	0.0000	95.2362	54.4801	47.1914	0.0000	5.1550	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
K07648	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.3704	0.0000	0.0000	0.0000	0.3973	0.1869	0.0000	0.0000	0.0000	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
K07649	22.7211	0.0000	0.0000	0.0000	3.0723	0.0000	0.0000	1.2661	2.0771	5.0344	0.0000	354.5640	21.7113	0.0000	267.1869	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
K07651	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3423	0.3220	0.0000	0.0000	55.5815	resE; two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
K07652	0.0000	0.0000	2.7648	0.0000	0.0000	0.0000	3.2136	25.2992	12.4410	215.8407	3.9875	67.5316	9.6068	0.0000	0.0000	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
K07653	118.9932	140.7481	0.0000	0.0000	12.4815	0.0000	3.9275	12.6160	106.2592	284.3847	1.8182	41.8039	71.7021	12.1190	100.3352	mprB; two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
K07654	149.7122	77.0143	0.0000	0.0000	0.0000	0.0000	3.5196	16.8716	45.9056	142.7854	1.2732	30.5490	36.0561	0.0000	245.3101	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
K07657	68.7317	0.0000	0.0000	0.0000	0.0000	0.0000	8.8527	11.1507	0.0000	5.1035	273.9215	263.1624	109.3590	0.0000	247.4993	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
K07658	48.1799	0.0000	29.1508	0.0000	18.4814	6.8720	43.0705	726.6554	0.0000	826.3991	130.1900	173.0087	667.9700	35.3763	70.6585	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
K07659	57.8951	0.0000	0.0000	0.0000	0.0000	0.0000	8.4833	16.0282	0.0000	9.8648	116.4439	289.1965	108.9227	6.6704	162.9535	ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR
K07660	9.3572	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1707	219.9402	26.7408	121.0896	0.0000	46.1240	phoP; two-component system, OmpR family, response regulator PhoP
K07661	13.9747	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1052	0.0000	181.9552	13.6047	51.5329	0.0000	43.9034	rstA; two-component system, OmpR family, response regulator RstA
K07662	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.2187	10.9491	0.0000	0.0000	283.7861	6.3224	34.6031	0.0000	1.4136	cpxR; two-component system, OmpR family, response regulator CpxR
K07663	9.0793	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.1357	0.0000	309.6206	8.2821	52.3596	0.0000	27.0860	creB; two-component system, OmpR family, catabolic regulation response regulator CreB
K07664	9.3165	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.6791	baeR, smeR; two-component system, OmpR family, response regulator BaeR
K07665	14.3496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	220.2312	114.5347	88.4667	0.0000	30.8574	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR
K07666	14.6109	15.4589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0771	264.8582	71.8881	0.0000	0.0000	6.3234	qseB; two-component system, OmpR family, response regulator QseB
K07667	76.2549	72.6635	0.0000	0.0000	6.0016	6.5865	0.0000	109.3941	12.0788	81.5451	536.3273	61.1997	186.8310	0.0000	273.2323	kdpE; two-component system, OmpR family, KDP operon response regulator KdpE
K07668	0.0000	0.0000	28.0865	0.0000	12.5540	6.6139	0.0000	42.8650	0.0000	118.3777	7.2670	37.2948	151.1661	13.6191	16.9492	vicR; two-component system, OmpR family, response regulator VicR
K07669	106.7600	44.1016	0.0000	0.0000	0.0000	0.0000	8.7762	22.1089	50.9270	239.2462	4.0836	27.6748	38.1042	0.0000	101.4458	mprA; two-component system, OmpR family, response regulator MprA
K07670	323.8150	105.0063	0.0000	0.0000	12.9994	6.9933	0.0000	39.2042	132.9061	388.8592	6.9400	41.9679	108.7571	0.0000	225.9286	mtrA; two-component system, OmpR family, response regulator MtrA
K07673	3.2918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4892	0.0000	184.8857	196.2855	26.5671	0.0000	5.8926	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
K07674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.3895	0.0000	0.0000	326.6568	1.5708	42.6229	0.0000	0.1451	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
K07675	2.3792	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5525	1.9651	0.0000	395.6586	58.0151	90.2452	0.0000	0.5293	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
K07677	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9406	2.1488	0.0000	42.8961	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
K07678	1.1646	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	93.5918	0.0000	1.2814	57.6542	5.4883	72.1660	0.0000	8.1744	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
K07679	0.8918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	38.8363	2.2296	32.7583	0.0000	39.5748	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
K07684	18.4156	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	196.7381	0.0000	0.0000	0.1730	narL; two-component system, NarL family, nitrate/nitrite response regulator NarL
K07685	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.6971	2.9686	18.7703	0.0000	235.7234	5.5817	23.3317	0.0000	35.8391	narP; two-component system, NarL family, nitrate/nitrite response regulator NarP
K07686	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.7663	15.0083	0.0000	350.3499	7.5433	102.3432	0.0000	0.6272	uhpA; two-component system, NarL family, uhpT operon response regulator UhpA
K07687	4.8264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9549	0.0000	0.0000	257.6098	4.8057	41.7858	0.0000	89.9243	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
K07688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	73.3469	1.4084	66.8793	0.0000	0.0000	fimZ; two-component system, NarL family, response regulator, fimbrial Z protein, FimZ
K07689	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	206.2219	0.0000	13.8070	0.0000	0.7521	uvrY, gacA, varA; two-component system, NarL family, invasion response regulator UvrY
K07690	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.2001	5.1696	34.4200	0.0000	18.6404	evgA, bvgA; two-component system, NarL family, response regulator EvgA
K07693	440.6101	144.2376	0.0000	0.0000	7.3147	0.0000	18.8111	24.7943	135.2594	371.1022	6.1016	62.4799	146.0948	0.0000	244.7350	desR; two-component system, NarL family, response regulator DesR
K07699	27.1665	0.0000	12.2093	0.0000	0.0000	0.0000	0.0000	32.4227	0.0000	0.0000	58.6991	1.6086	18.1875	0.0000	16.1067	spo0A; two-component system, response regulator, stage 0 sporulation protein A
K07700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.4754	0.0000	0.0000	261.8971	1.8790	32.7770	0.0000	0.4463	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]
K07701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8097	0.0000	281.6033	0.0000	16.6598	0.0000	0.0000	dcuS; two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]
K07702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.6813	0.0000	166.9455	0.0000	0.0000	0.0000	0.0000	dpiA, citB; two-component system, CitB family, response regulator CitB
K07703	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	319.7274	0.0000	0.0000	0.0000	0.0000	dcuR; two-component system, CitB family, response regulator DcuR
K07704	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7009	0.0000	7.8521	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]
K07705	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.9794	lytT, lytR; two-component system, LytTR family, response regulator LytT
K07706	30.0644	0.0000	0.0000	0.0000	0.0000	0.0000	13.3273	235.1681	0.0000	10.3114	172.7431	9.8595	127.0435	0.0000	20.4390	agrC, blpH, fsrC; two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]
